name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Bruler Brune,Belgian Brew Factory,Brown Ale - Belgian,2021-03-13,3.585,,,,,6.8,,4
Replica: Galaxy,Zagovor Brewery,IPA - New England / Hazy,2024-01-26,3.952,35.0,,,,6.0,,4
Michelada,Burning Brewery,Sour - Other Gose,2023-06-30,3.758,,,,,5.5,,4
Elvis P.,Rewort Brewery,Sour - Smoothie / Pastry,2022-10-03,3.958,5.0,,,,6.9,,3
Martin's IPA 55,Timmermans,IPA - American,2017-05-24,3.417,55.0,,,,6.5,,3
Yperman,Leroy Breweries,Pale Ale - Belgian,2010-11-29,3.002,23.0,,,,5.5,,4
Имбирный Пряник,White Stone Brewery,Stout - Milk / Sweet,2023-11-09,3.79,11.0,,,,6.0,,4
IPA,13 Litar,IPA - American,2016-03-24,3.901,50.0,"Premiant,Simcoe,Kazbek,Jarrylo","Pale Ale,Pilsner,Munich,Caraaroma,Carared",,5.1,15.0,3
огородишь: Маринованные помидорки,Alaska Brewery,Sour - Other Gose,2023-06-09,3.953,,,,,6.0,,3
Бесобой,Brewlok,Stout - Oatmeal,2020-10-02,3.7,,,,,5.4,,4
Grecha,Brewlok,IPA - Other,2023-12-01,3.725,,,,,6.9,,4
Есенин. Том 3 \ Esenin. Volume 3,Brewlok,Stout - Russian Imperial,2023-11-03,4.282,,,,,6.8,,4
Опять валет!,Brewlok,Porter - Other,2023-12-26,3.627,,,,,6.9,,4
New Vistas,Brewlok,IPA - Other,2023-12-08,3.746,,,,,6.8,,4
Черный Пес,Brewlok,IPA - Other,2023-12-01,3.796,,,,,5.5,,4
Папа Карло,Brewlok,Lager - IPL (India Pale Lager),2023-11-03,3.774,,,,,6.2,,4
Пётр Паркер,Brewlok,Sour - Other,2023-09-13,3.723,,,,,5.2,,4
Leftöver Cracker,Zagovor Brewery,Pumpkin / Yam Beer,2016-03-31,4.082,24.0,,,,6.8,,4
Black Forest Cake,Burning Brewery,Sour - Smoothie / Pastry,2023-06-16,4.18,,,,,5.5,,4
Bornem Dubbel,Brouwerij Van Steenberge,Belgian Dubbel,2010-08-21,3.392,,,,,6.8,,3
Floreffe Blonde / Blond,Brasserie Lefebvre,Belgian Blonde,2011-01-26,3.28,,,,,6.3,,3
Full Immersion,Atmosphere Brewery,Stout - Other,2022-11-10,3.839,16.0,,,,6.8,,4
Deckard 2020,Gravity Project,Cider - Dry,2021-10-13,3.938,,,,,5.0,,4
IPA Mango,Aass Bryggeri,IPA - Session,2022-01-27,3.062,30.0,,,,4.7,,3
Amalur,Araeta Sagardotegia,Cider - Dry,2018-08-19,3.935,,,,,5.5,,4
Parovec,Plague Brew,Kvass,2022-12-21,3.924,,,,,6.0,,4
Kasteel Xtra,Brouwerij Van Honsebrouck,Belgian Enkel / Patersbier,2021-08-06,3.276,,,,,4.5,,4
Black Magic,AF Brew,Porter - American,2013-09-28,3.702,41.0,"Willamette,Warrior,Bravo",,,5.8,14.8,4
Хадыженское Золото,Vladimirskaya Pivovarnya (Владимирская Пивоварня),Lager - Pale,2019-06-22,2.829,,,,,4.4,,3
Kotlin,"Velka Morava,Paradox",Porter - Baltic,2023-05-04,3.96,,,,,6.8,,4
Ordinator,Plague Brew,Bock - Doppelbock,2022-04-14,3.944,20.0,,,,6.8,,4
Dog Friendly,Midnight Project,Sour - Fruited,2023-11-11,4.022,10.0,,,Blackberry,6.0,,4
Туган Як,Plague Brew,Sour - Other Gose,2023-11-17,3.863,6.0,,,,4.5,,4
Cat Friendly,Midnight Project,Sour - Fruited,2023-10-27,4.071,10.0,,,"Pomegranate,Almonds",6.0,,4
Cuprum Irish Red Ale,Nuclear Brewery,Red Ale - Irish,2023-05-19,3.722,23.0,,,,4.2,,4
Stoner Chocolate,Zagovor Brewery,Stout - Milk / Sweet,2017-12-18,3.913,23.0,,,,6.0,,4
Grosser Arber,Plague Brew,Historical Beer - Dampfbier,2023-11-15,3.975,35.0,,,,6.8,,4
Black Steel,Midnight Project,IPA - Imperial / Double Black,2023-02-24,4.192,90.0,,,,6.8,,4
Sludge,Plague Brew,Scotch Ale / Wee Heavy,2022-10-26,4.151,30.0,,,,6.8,,4
Gose Lightyear,Midnight Project,Sour - Fruited Gose,2023-11-24,4.167,12.0,,,"Raspberry,Lemon",6.0,,4
Nitro Stout,Jaws,Stout - Irish Dry,2018-05-19,3.851,,,,,5.5,,4
Каштановый шмель,Francis,Brown Ale - English,2018-07-16,,,,,,4.0,,4
Медовуха. апельсин со специями,Салаир,Mead - Other,2023-03-06,,,,,,5.4,,3
Le Bonheur Existe: Calvados BA,Midnight Project,Belgian Quadrupel,2023-12-30,4.035,37.0,,,,6.8,,4
Бестактность,Midnight Project,Lager - IPL (India Pale Lager),2022-06-03,4.013,25.0,"Cryo Pop,Citra",,,6.0,,4
Cyberpunk Shotgun,Midnight Project,IPA - Imperial / Double,2023-11-17,4.076,70.0,"Citra,Mosaic",,,6.8,,4
Sol,Cuauhtémoc Moctezuma,Lager - American,,2.913,,,,,4.5,,3
Snow Cap,Midnight Project,IPA - Imperial / Double New England / Hazy,2023-12-22,4.211,30.0,"Rakau,Mosaic",,,6.8,,4
American Horror,Midnight Project,IPA - American,2023-11-11,4.017,50.0,"El Dorado,Cashmere,Galaxy",,,6.7,,4
Ichiban (Ichiban Shibori) (一番搾り),Kirin Brewery Company,Lager - Pale,2010-08-21,3.152,18.0,,,,5.0,,4
Imperial Barley Wine,Ridgeway Brewing,Barleywine - English,2013-03-30,3.42,,,,,6.8,,4
Сидр Ананас и Маракуйя,Василеостровская пивоварня,Cider - Other Fruit,2023-05-23,3.529,,,,,4.7,,2
КАША Овсяный Стаут /KASHA Oat Stout,Василеостровская пивоварня,Stout - Oatmeal,2022-04-05,3.569,25.0,,,,6.9,,4
NEIPA,Hrew Brew,IPA - New England / Hazy,2019-08-13,3.615,10.0,,,,6.0,,4
Booffaello,Boogie Brew,Stout - Other,2023-11-22,3.835,,,,,6.0,,4
Black Jack Stout,ID Brewery,Stout - Milk / Sweet,2013-06-28,3.913,,,,,5.7,,3
El Lobo Mexican Lager,Волковская пивоварня,Lager - Mexican,2023-07-11,3.293,,,,,4.5,,4
Nevskoe Originalnoe (Невское Оригинальное),Балтика,Lager - Pale,2011-03-10,2.704,,,,,5.7,,2
Хрум,Plague Brew,Sour - Other Gose,2023-11-17,4.1,6.0,,,,5.2,,4
Pomegranate,Antidot Ciders,Cider - Other Fruit,2021-05-04,3.884,,,,,5.5,,3
Krautrock,Plague Brew,Cider - Graff,2022-11-07,4.078,30.0,,,,6.8,,4
Stone Tears,Plague Brew,Mead - Cyser,2022-11-09,4.149,,,,,6.8,,4
Blueberry Hill,ColdRiver,Stout - Milk / Sweet,2018-08-24,3.821,,,,,6.5,,4
Moort,Plague Brew,Belgian Strong Golden Ale,2021-12-20,3.949,30.0,,,,6.8,,4
Ultraflowers,Plague Brew,Sour - Fruited,2023-10-12,4.127,5.0,,,,5.5,,4
Jenaer Wasser,"Plague Brew,Ostrovica",Historical Beer - Lichtenhainer,2021-05-21,3.887,10.0,,,,6.0,,4
Smoky the Dog,Plague Brew,Lager - Helles,2022-07-05,3.948,18.0,,,,5.0,,4
Drink With Knowledge Wisely,"Plague Brew,CROWBAR",Pilsner - Czech / Bohemian,2023-11-15,3.917,40.0,,,,5.2,,4
Zhigulevskoe (Жигулевское),Pivkombinat Balakovsky (Пивкомбинат Балаковский),Lager - Pale,2015-02-11,2.596,,,,,4.0,,2
Silly Rouge,Brasserie de Silly,Fruit Beer,2016-02-06,3.419,,,,,6.8,,2
Twin Cherry,New Riga’s Brewery,Fruit Beer,2017-10-12,3.697,,,,Cherry,6.8,,2
Löwhammer Sommer Lager,Privatbrauerei Eichbaum,Lager - Pale,2023-07-03,2.846,,,,,5.0,,3
Bonita,Jaws,Belgian Blonde,2023-07-15,3.744,25.0,,,,6.8,,4
Загорка Ретро (Zagorka Retro),Загорка (Zagorka Brewery),Lager - Euro Pale,2015-02-28,3.077,,,,,4.5,,2
Undercover,Дідько,Stout - Other,2022-11-14,3.552,36.0,,,,6.8,,4
Ariana Lager,Загорка (Zagorka Brewery),Lager - Pale,2011-01-05,2.722,,,,,4.5,,2
Radio California,Rewort Brewery,IPA - American,2023-03-14,3.947,43.0,,,,6.8,,4
Blueberry Night,Brewlok,Sour - Other,2023-10-27,3.717,,,,,5.4,,4
Пивная карта. Blond Ale,Крыніца,Belgian Blonde,2022-06-21,3.187,10.0,,,,5.0,12.0,2
Pils,Alpirsbacher Klosterbräu,Pilsner - German,2010-08-21,3.33,28.0,,,,4.9,,3
Potato Day,4BREWERS,Sour - Other Gose,2022-06-23,3.776,,,,,4.5,,4
Bay Leaf Forester,Plague Brew,Sour - Other Gose,2023-03-02,4.071,7.0,,,,5.2,,4
Moose Light,Moosehead,Lager - American Light,2010-12-25,2.946,10.0,,,,4.0,,2
Double IPA,Brouwerij Kees,IPA - Imperial / Double,2017-12-10,3.645,45.0,,,,6.8,,3
Lush Liquid,Black Cat Brewery,IPA - New England / Hazy,2023-08-08,3.955,15.0,,,,6.6,,4
Oatish (Original),Red Button Brewery,Stout - Oatmeal,2023-10-23,3.415,,,,,6.5,,4
Koelsch,Velka Morava,Kölsch,2023-11-01,3.832,,,,,4.3,,3
Aztecs Pleasures,Victory Art Brew,Stout - Imperial / Double,2019-06-04,3.72,65.0,,,,6.8,,4
Вкусвилл Пшеничное Нефильтрованное,Варница,Wheat Beer - Other,2020-06-01,3.299,,,,,4.7,,3
Centennial Basemans,Time Bomb Brewery,IPA - American,2023-07-17,4.062,40.0,,,,6.0,,4
MOMIJIGARI,Big Village Brewery,Sour - Fruited,2022-08-29,4.119,,,,,6.5,,3
Bier With Taste of Oktoberfest: Prost!,Пивная диета,Festbier,2020-09-27,3.915,20.0,Tettnanger,,,5.8,,4
Мистер Лис 0.0,Heineken,,2023-09-20,3.338,,,,,,,2
Gilde Kellerbier,Gilde Brauerei,Kellerbier / Zwickelbier,2019-08-15,3.195,,,,,4.8,,3
Snoop D.,Rewort Brewery,IPA - American,2022-12-01,3.887,40.0,,,,6.7,,4
Эмпатия,Hophead Brewery,Stout - Milk / Sweet,2021-12-15,3.893,25.0,,,,6.5,,4
Молоко убежало,Konix Brewery,Stout - Milk / Sweet,2023-04-20,3.621,10.0,,,,5.0,,4
Pumpkin Smoothie Ale,Big Pot,Sour - Smoothie / Pastry,2023-09-26,4.008,,,,,6.5,,4
Ледяной Кунгур,Brewlok,Lager - IPL (India Pale Lager),2023-05-26,3.76,,,,,6.8,,4
First Love: Smoothie Ed.,Big Pot,Sour - Smoothie / Pastry,2022-12-03,4.229,,,,,6.8,,4
Подкрадули,"4BREWERS,Ability Brewing Project",Sour - Fruited,2023-06-15,4.208,,,,,6.0,,4
Вторая личность,4BREWERS,Porter - Other,2017-03-27,3.903,20.0,,,,6.8,18.8,4
Silly Kriek,Brasserie de Silly,Fruit Beer,2017-09-10,3.319,,,,,4.8,,3
Квас Домашний,Домашние Рецепты / ООО Домашний,Kvass,2017-02-05,3.788,5.0,,,,1.2,,3
Strata One Love,Jungle Brewery,IPA - Session,2023-08-28,4.199,35.0,Strata,,,5.0,12.9,4
Dryness,Konix Brewery,Stout - Irish Dry,2016-02-06,,,,,,3.9,,4
Murakami,Brewlok,Pale Ale - Other,2023-06-23,3.649,,,,,5.8,,4
Zero Dosage Cidre,Bullevie,Cider - Dry,2021-01-28,3.851,,,,,6.0,,4
Poire De Bullevie,Bullevie,Cider - Perry / Poiré,2020-05-02,3.829,,,,,6.0,,4
1883 Полусладкий,Bullevie,Cider - Traditional / Apfelwein,2020-10-27,3.764,,,,,5.5,,4
Rosè,Bullevie,Cider - Rosé,2020-04-22,3.799,,,,,6.0,,4
Apfel Meister,Bullevie,Cider - Herbed / Spiced / Hopped,2022-02-26,3.685,,,,,6.0,,4
Queency,Bullevie,Cider - Traditional / Apfelwein,2020-08-22,3.72,,,,,5.5,,4
Tribe,Zagovor Brewery,Pale Ale - New England / Hazy,2023-08-11,4.033,25.0,,,,5.0,,4
Удар Тайсона,Atmosphere Brewery,Stout - Other,2022-08-19,3.71,16.0,,,,6.8,,4
Ceremony,Selfmade Brewery,IPA - New England / Hazy,2020-12-02,3.974,42.0,"Simcoe,Mosaic",,,6.8,,4
Pilsener,Arcobräu,Pilsner - German,,3.257,,,,,4.9,,4
Мощь Берсерка,Традиции предков,Mead - Other,2022-04-06,3.837,,,,Raspberry,4.7,,4
Hoppy Liberty,Brewmen,IPA - American,2019-03-23,3.739,45.0,"Centennial,Amarillo,Simcoe",,,6.8,,4
ΛΟΚΑΛ,Dreamteam Brew,Lager - Helles,2022-04-28,3.818,,,,,4.4,,4
Yuzberg Helles | Юзберг Хеллес,Suzdal Brewery,Lager - Helles,2013-04-08,3.08,,,,,4.5,,2
Vivid Vibe: Black Currant,Plague Brew,Sour - Berliner Weisse,2022-04-04,4.155,6.0,,,,5.3,,4
НаПолШишечки,LaBEERint Brewery,IPA - American,2018-03-09,3.479,,,,,6.3,,4
Triporteur From Heaven,BOMBrewery,Belgian Blonde,2012-08-11,3.551,28.0,,,,6.2,,3
Weissmuller Hefeweissbier,Privatbrauerei M.C. Wieninger,Wheat Beer - Hefeweizen,2023-04-30,3.551,,,,,5.3,,4
Шах и мат,Brewlok,Kölsch,2023-08-18,3.15,,,,,6.3,,4
Perfect Red (2023),Plague Brew,Fruit Beer,2023-08-31,3.932,,,,,6.5,,4
Rizhskoe (Рижское),Кроп-Пиво,Lager - Pale,2015-04-22,2.793,,,,,4.0,,4
Старопражское,Лысковский,Lager - Pale,2020-11-18,2.743,,,,,5.0,,3
Колхозный панк Cherry Ale,Brewlok,Fruit Beer,2023-06-02,3.402,,,,,5.5,,3
WIPA,Volfas Engelman,IPA - White / Wheat,2019-02-21,3.452,40.0,,,,5.3,,4
Rizhskoe (Рижское),Кроп-Пиво,Lager - Pale,2015-04-22,2.793,,,,,4.0,,2
Duplex,Bottle Share,IPA - Imperial / Double,2018-06-25,3.705,50.0,,,,6.8,17.5,4
Morgana,Velka Morava,Stout - English,2022-12-15,3.905,29.0,,,,5.8,,4
Berliner Geschichte Hefeweizen,Privatbrauerei Eibau i. Sa. GmbH,Wheat Beer - Hefeweizen,,3.31,12.0,,,,5.2,12.0,2
5C,"AF Brew,Salden’s Brewery",IPA - Triple,2023-09-07,3.907,100.0,,,,6.8,,4
MIRRORS,Ostrovica,IPA - New England / Hazy,2023-03-22,3.802,,,,,6.2,,4
It's A Mango,Gravity Project,Cider - Other Fruit,2019-06-04,3.909,,,,,5.0,,4
Снежный эль. Белое пиво,Пивоварня Кожевниково,Wheat Beer - Witbier / Blanche,2022-03-28,2.958,,,,,4.5,,4
Nektar Pivo,Banjalučka Pivara,Lager - Pale,2011-01-04,2.973,16.0,,,,5.0,,2
Baltika #2 Light / Балтика #2 Лёгкое,Балтика,Lager - Pale,2011-01-02,2.905,13.0,,,,4.2,,4
Galaxy Paws,Midnight Project,IPA - American,2023-06-02,4.033,55.0,"Galaxy,Mosaic",,,6.0,,4
Baraba,Banjalučka Pivara,Lager - Pale,2021-05-23,2.871,,,,,4.2,,3
Cuvée L&L,Land & Labour,Sour - Other,2018-08-21,4.108,4.0,,,,5.5,,4
Stary Melnik iz Bochonka Temnoye Barhatnoe (Старый Мельник из Бочонка Тёмное Бархатное),Anadolu Efes,Lager - Munich Dunkel,2012-04-28,2.897,,,,,4.2,,4
Садко Светлое (Sadko Svetloe),Deka (Дека),Lager - Pale,2018-11-27,,,,,,5.2,,3
ROUGE de LUTIN,Василеостровская пивоварня,Fruit Beer,2015-04-12,3.525,23.0,,,,6.8,,4
Equilibrium: Ekuanot+Mosaic,Zagovor Brewery,IPA - American,2018-01-29,3.981,50.0,"Ekuanot,Mosaic",,,6.5,16.4,4
Red,Lancaster Brewery,Bitter - Session / Ordinary,2011-03-09,3.418,,,,,4.8,,4
Наглецы из Воронежа Stout,Brewlok,Stout - Other,2022-08-05,3.66,,,,,5.5,,4
Belgian Krone Lager,Brouwerij Martens,Lager - Pale,2021-06-12,2.86,,,,,5.4,,3
Milk Stout,Andrii’s Brew,Stout - Milk / Sweet,2020-08-22,,,,,,,,4
Summer Bushes,Stamm Brewing,Wild Ale - Other,2023-06-26,4.117,,,,,4.5,,4
Penza Beer (Пензенское),Самко,Lager - Pale,2012-10-20,2.765,,,,,4.5,,2
Tuborg Ice,Carlsberg Group,Lager - American Light,,2.66,,,,,4.6,,4
ODIN,Midnight Project,Porter - Imperial / Double Baltic,2023-02-03,4.134,56.0,,,,6.8,,4
Лимонный Пирог,Plague Brew,Sour - Fruited,2023-07-21,3.942,,,,,,,4
Summer Garden,Dreamteam Brew,Wheat Beer - Witbier / Blanche,2021-03-26,3.731,8.0,,,,4.7,,4
Lockdown,13 Litar,IPA - American,2020-08-13,3.827,40.0,Amarillo,,,6.3,,4
Wit,Theresianer,Wheat Beer - Witbier / Blanche,2011-08-29,3.341,18.0,,,,5.1,,3
John D.,Rewort Brewery,IPA - Imperial / Double,2022-10-03,3.926,55.0,,,,6.8,,4
Лёгкое,Blamberg,Lager - Euro Pale,2020-02-08,2.808,,,,,4.0,,3
IPA,13 Litar,IPA - American,2016-03-24,3.901,50.0,"Premiant,Simcoe,Kazbek,Jarrylo","Pale Ale,Pilsner,Munich,Caraaroma,Carared",,5.1,15.0,4
Upbeta,Wild Lab,IPA - American,2023-07-24,3.84,,,,,6.5,,4
Bloody Aronia,Zavod,Chilli / Chile Beer,2023-05-29,4.115,5.0,,,,4.6,,0
Holba Šerák,Holba,Pilsner - Czech / Bohemian,2011-11-15,2.869,25.0,,,,4.7,,1
Varka Blanche,New Riga’s Brewery,Wheat Beer - Witbier / Blanche,2021-04-27,3.272,12.0,,,,4.0,,4
SmokeSmokeSmoke,Time Bomb Brewery,Rauchbier,2023-06-05,3.855,20.0,,,,5.0,,4
Cerbero Green Label,Ca' del Brado,Old / Stock Ale,2020-11-11,3.899,50.0,,,,6.8,,4
Black Milk,GoldFish,Stout - Milk / Sweet,2016-11-19,3.664,24.0,,,,5.4,,4
Kerel Bière de Garde,VBDCK - Verbeeck-Back-De Cock,Farmhouse Ale - Bière de Garde,2017-06-24,3.362,,,,,6.8,,4
Cerbero Purple Label,Ca' del Brado,Old / Stock Ale,2021-01-20,4.003,50.0,,,,6.8,,4
Восход,Rocket City Brewery,Pale Ale - New Zealand,2020-10-03,3.82,30.0,"Wai-iti,Motueka",,,6.5,,4
Dry Ice,Moosehead,Lager - American,,2.975,13.0,,,,6.0,,3
Ice Cream Porter Plombeer,Konix Brewery,Porter - Baltic,2018-12-19,3.593,20.0,,,,6.8,,4
Colette,Red Button Brewery,Stout - Imperial / Double,2023-12-08,4.073,,,,,6.8,,4
СССР,Кроп-Пиво,Lager - Euro Pale,2014-04-23,2.673,,,,,4.0,11.0,3
India Pale Ale,Alaryk,IPA - English,2016-12-17,3.398,65.0,,,,6.0,,4
Scotty West Dark Lager,Cēsu Alus,Lager - Dark,2021-04-05,3.179,,,,,5.0,,3
Чеширский Кот,Таркос,Wheat Beer - Hefeweizen,2019-08-01,3.451,12.0,,,,4.9,,3
Local Lager,Salden’s Brewery,Lager - Dortmunder / Export,2019-03-28,3.524,35.0,,,,5.2,,4
Oatmeal Stout,13 Litar,Stout - Oatmeal,2016-10-26,3.645,30.0,"Warrior,Sladek,Kazbek,Fuggle","Pilsner,Munich,Caraaroma,Chocolate,Oats",,5.8,,4
Out of Time,Selfmade Brewery,IPA - New England / Hazy,2019-11-06,3.813,30.0,"Mosaic,Galaxy,Citra",,,6.9,,4
Berliner Geschichte Pilsner,Privatbrauerei Eibau i. Sa. GmbH,Pilsner - German,,3.018,30.0,,,,4.8,11.0,3
Сорвиголова,Alcatraz_brewery,IPA - American,2021-01-23,3.561,70.0,,,,6.8,,4
Weissbier,Augustiner-Bräu München,Wheat Beer - Hefeweizen,2011-01-02,3.67,14.0,,,,5.4,,3
Steinbrau Schwarzbier,Braugold Brauerei,Schwarzbier,2022-08-06,3.602,,,,,5.0,,4
Kulmbacher Edelherb,Kulmbacher Brauerei,Pilsner - German,,3.288,32.0,,,,4.9,,3
Немецкое Premium,Zlata Podkova,Lager - Pale,2014-04-24,3.181,17.0,,,,4.7,,4
Pine IPA,"BrewMoose,Горьковская пивоварня",IPA - American,2021-05-14,3.485,50.0,,,,6.8,,4
Heidegger Hell,Gletcher,Lager - Helles,2022-03-31,3.38,,,,,4.7,,4
Изумруд,Panzer Brewery,Mead - Melomel,2022-10-29,3.873,,,,,6.0,,4
Stoner,Zagovor Brewery,Stout - Milk / Sweet,2014-11-10,3.853,23.0,,,,6.0,,4
Aktien Landbier Fränkisch Dunkel,Bayreuther Bierbrauerei,Lager - Munich Dunkel,2011-05-18,3.428,19.0,,,,5.3,,4
Рас3.14здяй Серёжа,ElectriK Biker Brewery,Wheat Beer - Witbier / Blanche,2019-06-01,3.399,14.0,,,,4.7,,4
Triple Choc,Saltaire Brewery,Stout - Other,2011-03-05,3.755,,,,,4.8,,4
Безумный Шляпник,Таркос,Blonde / Golden Ale - Other,2019-11-07,3.437,,,,,4.2,,4
C U 2NITE,Red Button Brewery,Non-Alcoholic Beer - Other,2022-05-11,3.982,,,,,0.3,,4
Guidobald Export Hell,Privatbrauerei M.C. Wieninger,Lager - Dortmunder / Export,2015-12-01,3.474,18.0,,,,5.3,,4
La Pénitence,Midnight Project,Belgian Dubbel,2022-07-01,3.87,24.0,,,,6.8,,4
Lobotomy XI,AF Brew,Stout - Imperial / Double,2023-06-29,4.226,50.0,,,,6.8,,4
Your Young Lordship,Stamm Brewing,Pilsner - Other,2021-02-10,3.856,,,,,4.7,,3
Oatmeal Stout,13 Litar,Stout - Oatmeal,2016-10-26,3.645,30.0,"Warrior,Sladek,Kazbek,Fuggle","Pilsner,Munich,Caraaroma,Chocolate,Oats",,5.8,,4
Dry Nitro Stout,Red Rocket Brewery,Stout - Irish Dry,2022-04-29,3.703,,,,,4.2,,4
Blanc,Volfas Engelman,Wheat Beer - Witbier / Blanche,2020-05-08,3.428,14.0,,,,5.0,,4
Ekstra God Jul (2021),Nøgne Ø,Belgian Strong Dark Ale,2021-10-30,,30.0,,,,6.8,,4
Formalin APA,NONSense Brewery,IPA - American,2023-04-20,3.694,,,,,5.2,,4
Milk Stout,Andrii’s Brew,Stout - Milk / Sweet,2020-08-22,,,,,,,,4
Oatmeal Stout,13 Litar,Stout - Oatmeal,2016-10-26,3.645,30.0,"Warrior,Sladek,Kazbek,Fuggle","Pilsner,Munich,Caraaroma,Chocolate,Oats",,5.8,,4
Kranhaus,Stamm Brewing,Kölsch,2023-05-17,3.671,,,,,4.7,,4
Pale Ale,Amundsen Bryggeri & Spiseri,Pale Ale - English,2011-11-28,3.471,36.0,,,,4.5,,3
God Jul (2021),Nøgne Ø,Winter Ale,2021-10-29,,30.0,,,,6.8,,4
No Sugar Daddy,Paradox,Hard Seltzer,2021-05-14,3.977,,,,,5.5,,4
Old World Rhapsody,Plague Brew,Old / Stock Ale,2021-03-24,3.935,60.0,,,,6.8,,4
Yuzberg Kellerbier (Юзберг Келлер),Suzdal Brewery,Kellerbier / Zwickelbier,2013-10-24,2.974,,,,,4.5,,3
00:00,Василеостровская пивоварня,Porter - Other,2014-11-29,3.564,16.0,,,,6.9,,4
Васька и Волк / Imperial Gose,"Волковская пивоварня,Василеостровская пивоварня",Sour - Other Gose,2023-05-17,3.557,11.0,,,,6.9,,4
Фермерский Эль,Волковская пивоварня,Farmhouse Ale - Other,2023-01-25,3.492,,,,,6.5,,4
Обеды и Полдники,Red Button Brewery,Wild Ale - American,2023-03-05,3.789,,,,,6.8,,4
Волошин. Том 1,Brewlok,Barleywine - Other,2022-06-20,4.197,,,,,6.8,,5
Copperduck,Magic Mess,Sour - Fruited,2022-10-16,4.085,,,,,6.5,,3
Belgian Tripel,Taler,Belgian Tripel,2017-11-09,2.871,27.0,,,,6.8,18.0,4
Kilikia Dark,Kilikia,Lager - Munich Dunkel,2010-12-25,3.114,,,,,4.4,,4
Prunus Armeniaca (Apricot Ale),Dargett Brewery,Fruit Beer,2016-08-04,3.449,18.0,,,,6.0,,4
Metamorphosis (Vienna Lager),Dargett Brewery,Lager - Vienna,2016-05-03,3.307,20.0,,,,5.0,,4
Erebuni (Эребуни),Kotayk Brewery,Lager - Pale,2010-11-26,2.953,,,,,4.8,,3
Kilikia,Kilikia,Lager - Pale,2010-12-25,2.891,,,,,4.8,,3
Stout,1516 Pub & Brewery,Stout - Other,2013-07-18,3.721,30.0,,,,5.6,,4
ВАСЬКА И ВОЛК CREAM ALE,"Василеостровская пивоварня,Волковская пивоварня",Cream Ale,2023-05-19,3.385,15.0,,,,5.5,,4
Kiss Kiss Meow Meow DDH Nectaron,AF Brew,IPA - Sour,2023-05-16,3.686,20.0,,,,6.8,,4
Black Magic,AF Brew,Porter - American,2013-09-28,3.702,41.0,"Willamette,Warrior,Bravo",,,5.8,14.8,4
Double Vista,AF Brew,IPA - Imperial / Double New England / Hazy,2023-01-24,3.806,20.0,,,,6.8,,4
Наршараб,Burning Brewery,Sour - Other Gose,2023-03-22,3.773,,,,,5.5,,4
Garlic Shrimp Soup,Plague Brew,Sour - Other Gose,2023-01-18,3.95,7.0,,,,5.2,,4
True Spruce,"Plague Brew,Raccoon Brewing Co",Historical Beer - Other,2021-07-13,3.801,,,,,6.8,,5
Молочный Стаут,Августин,Stout - Milk / Sweet,2017-10-24,3.805,27.0,,,,5.9,,4
Богемский пильзнер,Августин,Pilsner - Czech / Bohemian,2018-05-23,3.645,40.0,,,,4.8,,4
Divine Fog: Cashmere,Midnight Project,Pale Ale - New England / Hazy,2022-08-11,3.951,,Cashmere,,,5.5,,4
Corsendonk Blanche,Brouwerij Corsendonk,Wheat Beer - Witbier / Blanche,,3.429,11.0,,,,4.8,,4
Bornem Blond,Brouwerij Van Steenberge,Belgian Blonde,2015-03-05,3.416,,,,,6.0,,4
Tverskoe Svetloe | Тверское Светлое,Афанасий,Lager - Pale,2013-06-13,2.524,,,,,4.1,,2
Endspiel | Эндшпиль,Brewlok,Altbier - Traditional,2023-03-10,4.0,,,,,6.8,,4
Just: Kölsch,Midnight Project,Kölsch,2022-07-29,3.776,22.0,,,,4.9,,4
Underground Ale,Gletcher,Bitter - Session / Ordinary,2022-05-05,3.512,15.0,,,,4.7,,4
Kikimora Coconut Story | Кикимора с кокосом,Brewlok,Stout - Milk / Sweet,2022-11-11,3.826,,,,,6.5,,4
Vitasid Apple (Semi-Dry),Men's Company,Cider - Traditional / Apfelwein,2022-03-28,3.103,,,,,4.6,,4
NeMo,"Brew Division,Bullevie",Cider - Herbed / Spiced / Hopped,2019-05-14,3.648,,"Nelson Sauvin,Mosaic",,,5.5,,4
Legends Harmony,Brasserie des Légendes,Belgian Blonde,2017-11-19,3.34,16.0,,,,6.0,,4
Black Cat,Cervejaria Invicta,IPA - Black / Cascadian Dark Ale,2015-03-12,,75.0,,,,6.8,,4
WelfBräu,Brauerei Gotha,Pilsner - German,2022-06-07,2.92,23.0,,,,4.3,,4
Oettinger Pils,Oettinger Brauerei,Pilsner - German,2011-01-14,2.789,26.0,,,,4.7,,2
Yusberg Dunkel (Юзберг Дункель),Suzdal Brewery,Lager - Munich Dunkel,2018-03-12,3.196,18.0,,,,5.2,,3
Wandlitz,Plague Brew,Historical Beer - Berliner Braunbier,2022-08-22,3.996,18.0,,,,3.5,,4
Trolley 10,AF Brew,Kölsch,2021-05-13,3.759,12.0,,,,4.5,,4
Wild Ale Foeder,Salden’s Brewery,Wild Ale - Other,2021-08-26,3.76,,,,,6.5,,4
