name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Super Double Big Pulp,"AF Brew,Red Button Brewery",Sour - Smoothie / Pastry,2022-08-18,3.965,,,,,6.0,,4
Grønn Jul (2021),Nøgne Ø,IPA - Other,2021-10-25,,30.0,,,,6.8,,4
Rediscovering Thyself,Brewlok,IPA - Other,2022-09-15,3.788,,,,,6.9,,4
Old Fashioned,Anderson Valley,Strong Ale - American,2020-09-23,3.582,100.0,,,,6.8,,4
CHUPA,Plague Brew,Pale Ale - Other,2022-07-14,3.268,35.0,,,,5.2,,4
Блеск,4BREWERS,Sour - Fruited,2023-04-11,3.759,,,,,6.9,,4
Grosser Rachel,Plague Brew,Historical Beer - Dampfbier,2021-05-15,4.04,30.0,,,,6.8,,5
Petite Sirah,Plague Brew,Mead - Pyment,2022-08-22,4.113,,,,,6.8,,4
New Zealand Pilsner,Brater,Pilsner - New Zealand,2023-09-23,3.592,35.0,,,,4.8,,4
Костры Рябин. Vintage 2021,On the Bones,Cider - Traditional / Apfelwein,2022-10-15,,,,,,4.0,,4
Dreher,Plague Brew,Lager - Vienna,2022-02-17,3.866,21.0,,,,5.5,,4
Mittelalter,Plague Brew,Kellerbier / Zwickelbier,2022-06-04,3.967,17.0,,,,5.0,,4
RUIPA,NONSense Brewery,IPA - Other,2023-03-12,3.821,60.0,,,,6.8,,4
Dead King,NONSense Brewery,Sour - Fruited Gose,2023-03-30,4.058,,,,,6.0,,4
STITCH,Red Rocket Brewery,Stout - Pastry,2023-01-27,4.089,,,,,6.5,,4
White Phoenix Pomegranate & Raspberry,"ООО""Вино-Гранде""",Mead - Other,2021-08-06,3.396,,,,,4.7,,3
Black Albert,De Struise Brouwers,Stout - Russian Imperial,2010-08-21,4.178,100.0,,,,6.8,,4
Bruegel Amber Ale,Brouwerij Van Steenberge,Red Ale - American Amber / Red,2010-08-21,3.352,,,,,5.2,,3
Waloon,Stamm Brewing,Wheat Beer - Witbier / Blanche,2022-05-31,3.68,,,,,5.0,,4
Currant Values,Rewort Brewery,Mead - Melomel,2022-12-01,4.104,,,,,5.2,,4
Holy Dark,Jaws,Belgian Strong Dark Ale,2019-05-08,3.605,,,,,6.8,,3
Orange IPA,Salden’s Brewery,IPA - American,2021-08-23,3.797,60.0,"Cascade,Chinook",,Orange Peel,6.8,,3
Candy Flip,GAS Brew,Barleywine - Other,2022-09-12,3.878,,,,,6.8,,4
Centennial IPA,Balance Brewery,IPA - American,2023-08-07,3.902,50.0,Centennial,,,6.8,,4
Drop the Pressure,Stamm Brewing,Pale Ale - New England / Hazy,2022-04-22,4.045,,,,,5.5,,4
Zhiguli Barnoe Non-Alcoholic Lemon-Mint (Жигули Барное Безалкогольное Лимон-Мята),Московская пивоваренная компания,Non-Alcoholic Beer - Shandy / Radler,2022-06-07,3.156,21.0,,,,0.5,,3
Адаптация,4BREWERS,Sour - Fruited,2023-03-07,4.12,,,,,4.5,,4
CANDELABRA,Red Button Brewery,Roggenbier,2023-03-21,3.591,,,,,5.0,,4
Floris Chocolat,Brouwerij Huyghe,Spiced / Herbed Beer,2011-04-05,2.794,,,,,4.2,,5
Altbier,Salden’s Brewery,Altbier - Traditional,2020-07-03,3.681,,,,,6.0,,4
Diego M.,Rewort Brewery,Stout - Milk / Sweet,2022-10-03,3.964,15.0,,,,6.9,,4
Asahi Super Dry,Asahi Breweries,Lager - Japanese Rice,2010-11-08,3.13,20.0,,,,5.2,,2
Cider,Catobrew,Cider - Dry,2020-12-17,3.653,,,,,6.3,,2
Black Pool #3,GAS Brew,Stout - Oatmeal,2022-11-17,3.662,30.0,,,,6.5,,3
Secret Room,Midnight Project,Lager - IPL (India Pale Lager),2022-02-01,3.947,37.0,"Cryo Pop,Amarillo",,,4.5,,4
Chapeau Gueuze,Brouwerij De Troch,Lambic - Gueuze,2010-12-27,2.979,,,,,5.5,,4
NUMB LIMBS,Ostrovica,IPA - Imperial / Double New England / Hazy,2022-09-22,4.077,,,,,6.8,,4
Half Million Minutes On Sea Buckthorn,AF Brew,Wild Ale - American,2022-10-30,3.901,,,,,6.8,,4
Half Million Minutes On Rowanberry,AF Brew,Wild Ale - American,2022-10-30,3.841,,,,,6.8,,4
COFFEE PORTER,LiS Brew,Porter - Baltic,2022-12-24,3.762,35.0,,,,6.8,,4
Keanu R.,Rewort Brewery,Pale Ale - American,2022-10-03,3.808,28.0,,,,5.2,,4
Чижик,Midnight Project,Stout - Milk / Sweet,2022-12-30,3.976,34.0,,,,6.9,,4
Медный эль,Чисто пивоварня,IPA - New England / Hazy,2019-04-25,,,,,,4.0,,2
PILS,Lervig,Pilsner - German,2018-09-05,3.233,15.0,,,,4.7,,4
Виражи / Virazhi,Brewlok,IPA - Imperial / Double Black,2021-01-20,3.869,121.0,,,,6.8,,4
Hammerheart,Plan B Brewery,Strong Ale - American,2021-12-24,3.983,50.0,Simcoe,,,6.8,,4
Black Is the New Black,Paradox,IPA - Imperial / Double Black,2021-04-12,3.935,95.0,,,,6.8,25.0,4
Downpour,Та-Та,Mead - Acerglyn / Maple Wine,2021-02-20,4.046,,,,,6.8,,4
New Yorker Fine Lager Beer,New Yorker,Lager - Euro Pale,2017-05-14,2.646,12.0,,,,4.2,,2
Типография,Пиратская Пивоварня Йохохо,Porter - Coffee,2020-09-28,3.495,,,,,6.0,,3
Chenin Blanc,Plague Brew,Mead - Pyment,2022-08-22,4.084,,,,,6.8,,4
Orange Violence,NONSense Brewery,Stout - Other,2023-01-17,4.063,,,,,6.8,,4
Mead Cyser,Siberian Meadery (Медоварня МедА Сибири),Mead - Cyser,2022-05-31,3.834,,,,,6.3,,4
Maple Brunch,Rewort Brewery,Porter - Imperial / Double,2019-06-12,3.978,33.0,,,,6.9,,4
Weltenburger Asam Bock,Klosterbrauerei Weltenburg,Bock - Doppelbock,2011-03-18,3.598,,,,,6.8,,4
Будьте добры ипу,Brewlok,IPA - Other,2022-12-05,3.848,,,,,6.9,,4
Lost Pumpkins,Jaws,Pumpkin / Yam Beer,2018-10-18,3.726,,Columbus,"Pale Ale,Red Ale,Brown Supreme",,6.8,18.0,4
Чертополох,"Knightberg,BiberBräu",Historical Beer - Gruit / Ancient Herbed Ale,2014-10-14,3.836,30.0,,,,4.1,,4
СЕЗОННЫЕ ОСАДКИ,"Knightberg,TBP",Farmhouse Ale - Saison,2022-10-08,3.815,,,,,5.0,,4
Holland Crown Premium Lager,H-West B.V.,Lager - Pale,2016-10-01,2.876,,,,,4.8,,2
Saint-Kerla,On the Bones,Rauchbier,2022-01-19,3.538,50.0,,,,6.8,,4
Essenbach,Plague Brew,Wheat Beer - Hefeweizen,2022-09-20,3.675,,,,,5.0,,4
I'm Important,Red Button Brewery,Non-Alcoholic Mead,2022-08-29,3.813,,,,,0.3,,3
Tropical Milkshake,Волковская пивоварня,Pale Ale - Milkshake,2022-08-31,3.282,35.0,,,,5.0,,4
Black Marble,Sullivan's Brewing Company,Stout - Irish Dry,2019-09-10,3.725,,,,,5.1,,4
Double Tree Green Apple,Cider House,Cider - Dry,2021-08-11,3.182,,,,,4.7,,3
Ящерка Билль,Таркос,Australian Sparkling Ale,2016-12-03,3.39,15.0,,,,5.0,,3
Orient-Ale,De Dochter van de Korenaar,Koji / Ginjo Beer,2021-02-06,3.466,,,,,6.8,,3
Geuze Mariage Parfait,Brouwerij Boon,Lambic - Gueuze,2011-02-07,3.795,20.0,,,,6.8,,4
Сидр #2 Полусухой,DaDa Cider,Cider - Traditional / Apfelwein,2019-05-29,4.071,,,,,5.0,,4
Sahti,LaBEERint Brewery,Farmhouse Ale - Sahti,2016-08-27,3.843,25.0,,,,6.8,,4
Falkenstein,Plague Brew,Historical Beer - Dampfbier,2021-10-25,3.795,35.0,,,,6.8,,4
Holland Crown Wit / Blanche Unfiltered,H-West B.V.,Wheat Beer - Witbier / Blanche,2018-07-11,2.788,,,,,5.0,,2
Weizen,1516 Pub & Brewery,Wheat Beer - Hefeweizen,2013-07-18,3.537,,,,,4.9,,4
Milk Stout,Andrii’s Brew,Stout - Milk / Sweet,2020-08-22,,,,,,,,4
Suppai Ni,Plague Brew,Happoshu,2022-10-26,3.907,7.0,,,,6.0,,4
Гусли,LaBEERint Brewery,Stout - Irish Dry,2019-08-12,3.385,25.0,,,,4.5,,4
Рассвет,Rocket City Brewery,IPA - Brut,2022-03-17,3.713,30.0,,,,5.8,,4
De Kuiper Lambicus Spontaneus,Oka River,Sour - Other,2021-08-10,,,,,,6.8,,4
Ekstra God Jul (2020),Nøgne Ø,Belgian Strong Dark Ale,2020-03-26,4.072,30.0,,,,6.8,,4
De Kuiper Velje Farmhouse,Oka River,Farmhouse Ale - Other,2021-06-25,3.941,,,,,6.8,,4
Arend Winter,Brouwerij De Ryck,Winter Ale,2011-04-06,3.271,,,,,6.8,,3
Hop Zealot Amarillo,Plague Brew,Pale Ale - XPA (Extra Pale),2022-10-05,3.808,40.0,,,,5.8,,4
Holsten Light,Holsten-Brauerei,Lager - Leichtbier,,,,,,,4.4,,2
Durak из бочки,Jaws,Porter - Imperial / Double,2022-01-28,4.032,46.0,,,,6.8,,4
1883 Сухой,Bullevie,Cider - Dry,2020-08-08,3.644,,,,,5.5,,4
Leute Bokbier,Brouwerij Van Steenberge,Bock - Single / Traditional,2010-08-21,3.456,30.0,,,,6.8,,4
Святой Домкрат. Vintage 2021,On the Bones,Cider - Dry,2022-03-11,,,,,,5.0,,4
Kveik Me Up When September Ends,AF Brew,IPA - Farmhouse,2020-10-01,3.836,20.0,"Citra,Sabro",,,6.5,,4
Arise,Coven Brewery,IPA - Other,2019-05-05,3.811,,"Columbus,El Dorado,Simcoe,Citra",,,6.8,,4
Electro Bus 22,AF Brew,Non-Alcoholic Beer - Lager,2022-06-08,3.268,20.0,,,,0.5,,4
Mead Honeysuckle,Siberian Meadery (Медоварня МедА Сибири),Mead - Melomel,2022-08-20,4.003,,,,,6.3,,4
APA,BARBARUS Brewery,Pale Ale - American,2020-02-24,3.709,40.0,,,,5.1,,4
IPA,13 Litar,IPA - American,2016-03-24,3.901,50.0,"Premiant,Simcoe,Kazbek,Jarrylo","Pale Ale,Pilsner,Munich,Caraaroma,Carared",,5.1,15.0,4
Lobby Breakfast,Dreamteam Brew,Stout - Foreign / Export,2021-05-19,3.812,35.0,,,,6.8,,4
Scarecrow,Bierbank,Pumpkin / Yam Beer,2020-10-22,3.67,17.0,,,"Cinnamon,Pumpkin",6.8,,4
Chapeau Framboise,Brouwerij De Troch,Lambic - Framboise,2010-08-21,3.47,,,,,3.5,,4
Ruby Noobie,AF Brew,Fruit Beer,2021-04-06,3.765,10.0,,,Cherry,6.8,,4
Surfine,Brasserie Dubuisson,Farmhouse Ale - Saison,2014-09-09,3.324,32.0,,,,6.5,,4
Old Sparky,AF Brew,IPA - Triple,2015-12-10,3.977,100.0,,,,6.8,,4
...And Happy New Year!,AF Brew,Sour - Fruited,2022-12-03,3.792,,,,,6.0,,4
Thiolize Here! Thiolize There!,AF Brew,IPA - Imperial / Double New England / Hazy,2022-12-02,3.878,20.0,,,,6.8,,4
Boudelo Grand Cru,Brouwerij The Musketeers,Strong Ale - Other,2021-01-27,3.503,25.0,,,,6.8,,4
Christmas Ale,Breckenridge Brewery,Winter Warmer,2010-11-12,3.564,22.0,,,,6.8,,3
Jacobinus Kristall,Eschweger Klosterbräu,Wheat Beer - Kristallweizen,2014-05-29,3.381,17.0,,,,5.6,,3
Бродилка Сухой,Brodilka,Cider - Dry,2021-07-16,3.71,,,,,6.0,,4
Czech Pilsner,Konix Brewery,Pilsner - Czech / Bohemian,2021-04-19,3.564,32.0,Saaz,,,5.0,,4
Beer sauce Маракуйя-Чили,Burning Brewery,Sour - Other Gose,2022-10-07,3.574,,,,,5.5,,3
ШульцБир,Августин,Pilsner - German,2015-09-20,3.626,25.0,,,,4.5,,4
Patronus Premium Weissbier,Lidl Deutschland / Germany,Wheat Beer - Hefeweizen,2018-01-27,3.162,12.0,,,,5.5,,3
Michael J.,Rewort Brewery,IPA - American,2022-10-03,3.889,39.0,,,,6.9,,4
F*ck the Dust! DDH Citra,AF Brew,IPA - Triple New England / Hazy,2019-05-08,4.125,40.0,,,,6.8,,4
Mezga,"AF Brew,Stamm Brewing",Fruit Beer,2022-10-31,4.062,,,,,6.8,,4
Nemor: Dr Rudi Motueka Nectaron,Plague Brew,IPA - New Zealand,2022-02-17,3.952,50.0,,,,6.8,,4
Жмурки,Coma Brewery,Sour - Smoothie / Pastry,2022-08-20,4.159,,,,,5.1,,4
Saison Raspberry Edition,Jaws,Farmhouse Ale - Saison,2017-12-13,3.583,18.0,,,,6.8,,4
Patronus Helles,Lidl Deutschland / Germany,Lager - Helles,2020-06-13,2.886,,,,,5.0,,2
Kurpfalzbräu Ur-Weizen,Welde Braumanufaktur,Wheat Beer - Hefeweizen,2019-04-13,3.736,,,,,5.0,,4
Seven Giraffes,Williams Brothers,IPA - English,,3.503,30.0,,,,5.1,,3
Hmelka Svetle,Бочкари,Lager - Amber,2022-02-08,2.961,,,,,5.0,,3
Stephansbräu Schwarzbier,Kaufland,Schwarzbier,2018-08-23,2.735,,,,,5.0,,3
Lagervar Amber,Лакинский пивзавод,Lager - Amber / Red,2021-09-04,2.675,,,,,5.2,,2
Шпроты,Burning Brewery,Sour - Other Gose,2022-09-23,3.47,11.0,,,,5.5,,3
СССР Нефильтрованное,Кроп-Пиво,Kellerbier / Zwickelbier,2022-08-22,2.853,,,,,4.0,,3
Kölsch,Hrew Brew,Kölsch,2018-07-23,3.429,,,,,4.2,,4
Sorachi Ace IPA,Salden’s Brewery,IPA - American,2016-12-28,3.785,60.0,,,,6.5,,4
Глубина,Пивоварня Кожевниково,Lager - Euro Pale,2019-07-05,2.87,,,,,5.4,13.0,3
Scotty West Lager,Cēsu Alus,Lager - Euro Pale,2021-09-18,2.951,,,,,5.0,,2
Salty Swing,Rewort Brewery,Sour - Fruited Gose,2020-11-24,4.029,11.0,,,"Passion fruit,Red Pepper",6.3,,4
Belgian Blonde,Salden’s Brewery,Belgian Blonde,2013-12-06,3.577,,,,,6.8,,4
Brauberg Original,Крыніца,Lager - Helles,2021-03-11,2.666,,,,,4.0,,3
Stephans Bräu Hefeweizen,Privatbrauerei Eichbaum,Wheat Beer - Hefeweizen,2018-09-08,3.137,,,,,5.2,,3
Cheshskoe Ot Bochkarev (Чешское Светлое от Бочкарев),Heineken,Lager - Pale,2017-04-26,2.38,,,,,4.3,,2
Makariy Marochnoe (Макарий Марочное),Лысковский,Lager - Euro Pale,2019-03-27,2.654,,,,,4.5,,4
PEAR VANILLA CINNAMON SMOOTHIE MEAD,LiS Brew,Mead - Other,2022-03-04,4.219,,,,,6.8,,4
Bière Blanche,Brasserie Champigneulles,Wheat Beer - Witbier / Blanche,2018-08-26,3.141,,,,,4.9,,3
Continental Lager,Brasserie Champigneulles,Lager - Pale,2015-10-18,2.996,16.0,,,,5.5,,3
Blonde Biere d'Abbaye,Brasserie Champigneulles,Belgian Blonde,2016-05-06,3.16,,,,,6.2,,3
Pilsner,1516 Pub & Brewery,Pilsner - Other,2013-07-25,3.612,28.0,,,,4.8,,4
IPA,13 Litar,IPA - American,2016-03-24,3.901,50.0,"Premiant,Simcoe,Kazbek,Jarrylo","Pale Ale,Pilsner,Munich,Caraaroma,Carared",,5.1,15.0,4
Пшеничное,13 Litar,Wheat Beer - Hefeweizen,2016-02-19,3.577,18.0,,,,4.2,,3
Average Bear,XP Brew,Stout - Milk / Sweet,2017-02-23,3.662,25.0,,,,5.0,,4
Beergeek Pie 2060,DomBreW,Sour - Fruited,2020-12-21,3.83,10.0,,,,6.2,,4
Cornelissen Luxury Lager,Brouwerij Cornelissen,Pilsner - German,2017-07-13,3.492,20.0,,,,5.5,,4
Swinckels' Superior Pilsner,Royal Swinkels Family Brewers,Pilsner - Other,2010-12-27,3.234,25.0,,,,5.3,,3
In the Sky,DomBreW,IPA - American,2020-04-21,3.501,45.0,,,,6.7,,4
Toxic Circus,DomBreW,Sour - Fruited,2021-08-10,3.792,10.0,,,,6.2,,4
Monk's Café Flemish Sour Ale,Brouwerij Van Steenberge,Sour - Flanders Oud Bruin,,3.839,,,,,5.5,,4
"Hoegaarden Grapefruit 0,0%",Anadolu Efes,Non-Alcoholic Beer - Shandy / Radler,2022-03-05,3.277,,,,,,,4
Dr. Diesel Premium,Heineken,Lager - Pale,2013-11-25,2.473,,,,,4.7,,2
Wheat Beer,Copper Head,Wheat Beer - Hefeweizen,2017-01-15,3.644,8.0,,,,5.1,,3
La Virgen De Maiz,AF Brew,Lager - Mexican,2022-09-30,3.459,,,,,4.5,,4
Доктор / Doctor,Alaska Brewery,IPA - American,2022-06-14,3.811,65.0,,,,6.0,,4
Tkhili,Brew Division,Brown Ale - Other,2020-01-10,3.728,,,,,4.9,,4
Жигулёвское СССР,Marksovsky Pivzavod (Марксовский Пивзавод),Lager - Pale,2017-04-01,2.653,,,,,4.0,,3
Фейхоа,Alaska Brewery,Sour - Fruited,2020-07-06,3.917,,,,Feijoa,5.5,,4
Koelship Batch #5,Salden’s Brewery,Wild Ale - Other,2020-11-11,3.884,,,,,6.8,,4
Insomnia,13 Litar,Porter - American,2021-01-12,4.06,40.0,"Galaxy,Ekuanot,Cascade","Pale Ale,Pilsner,Munich,Vienna,Chocolate,Caramunich,Roasted Barley",,6.8,21.0,4
Indian Summer,Bierbank,IPA - American,2020-10-08,3.983,55.0,"Simcoe,Mosaic",,,6.7,,4
Сидр Домашний Сухой,Сидр Ш,Cider - Dry,2021-02-05,3.715,,,,,6.0,,4
Change the Oil!,ElectriK Biker Brewery,Stout - Oatmeal,2019-12-02,3.503,14.0,,,,5.5,,4
Dilemma,"Midnight Project,Paradox",Porter - Baltic,2022-03-12,3.887,40.0,,,,6.8,,4
ABC-Kölsch,Big Village Brewery,Kölsch,2020-02-12,3.766,20.0,,,,5.5,,4
Red Currant Cyser,InCider,Mead - Cyser,2022-05-11,3.726,,,,,6.0,,4
Gnosis,"Selfmade Brewery,Plague Brew",Pilsner - Imperial / Double,2022-03-30,3.821,38.0,,,,6.8,,4
Aperitif For Coffee & Cigarettes,On the Bones,Barleywine - Other,2021-12-24,3.807,38.0,,,,6.8,,4
Stammgast Hefeweizen,Oettinger Brauerei,Wheat Beer - Hefeweizen,2012-09-23,3.326,,,,,5.0,,4
Buddy Kraft Lager,Липецкпиво,Lager - Pale,2022-06-11,2.686,,,,,5.1,,2
Харизма Black Currant,Brewmen,Sour - Fruited Berliner Weisse,2021-03-18,3.968,5.0,,,Black Currant,4.5,,4
Inner Essence,Selfmade Brewery,Sour - Smoothie / Pastry,2022-07-05,3.938,10.0,,,,6.9,,4
Vampire Juice,Coma Brewery,Sour - Smoothie / Pastry,2021-11-23,4.086,,,,"Carrot,Tangerine,Beetroot,Grapefruit,Ginger,Chili",5.7,,4
Zhiguli 1968 (Жигули 1968),Московская пивоваренная компания,Lager - Mexican,2022-06-03,3.268,14.0,,,,4.5,,4
Wee Heavy,Knightberg,Scotch Ale / Wee Heavy,2021-11-16,3.852,35.0,,,,6.8,,4
Amstel,Amstel Bier,Lager - Euro Pale,,2.878,21.0,,,,5.0,,3
Ostmark Svetloe (Остмарк Светлое),Heineken,Lager - Pale,2014-07-20,2.63,,,,,4.4,,2
Singabeera Officinale,Khoffner,Sour - Fruited,2022-04-27,4.032,6.0,,,,6.0,,4
Белка Летяга,Таркос,Pale Ale - American,2019-08-27,3.301,16.0,,,,4.5,,4
Session IPA,Berezan's Brewery,IPA - Session,2022-11-27,,30.0,,,,5.0,,4
Alcoholic Crime: One Year Anniversary Chivas Regal Strathisla B.A. R.I.S.,Brew Fiction,Stout - Russian Imperial,2021-10-22,3.906,,,,,6.8,,4
Žatecký Gus Nefiltrovaný,Балтика,Kellerbier / Zwickelbier,2021-04-03,2.619,,Saaz,,,4.8,,2
Irish Red Ale (Ирландский Красный Эль),Old Grange Brewing Company,Red Ale - Irish,2018-11-07,3.362,24.0,,,,4.5,,2
Santa Muerte Pasteleria,4BREWERS,Stout - Coffee,2021-07-29,3.875,,,,,6.5,,4
Sample Chew (50/50),Red Button Brewery,Sour - Fruited,2020-08-12,4.269,,,,,6.0,,4
Wild Graff,Salden’s Brewery,Cider - Graff,2021-09-02,3.847,,,,,6.5,,4
F*ck the Dust! DDH Mosaic,AF Brew,IPA - Triple,2019-05-27,4.1,40.0,,,,6.8,,4
Mur: Piersik,Malanka,Sour - Fruited Berliner Weisse,2022-05-11,4.111,,,"Pilsner,Flaked Wheat",Peach,3.0,9.0,4
Inflection Point,Jungle Brewery,IPA - American,2022-06-06,4.183,50.0,"Chinook,Simcoe,Idaho 7",,,5.7,13.8,4
Mind In Motion,Jungle Brewery,Stout - Milk / Sweet,2022-06-14,4.137,20.0,"Chinook,Simcoe",,Lactose,6.3,18.2,4
Mild,Malanka,Mild - Dark,2022-06-01,3.872,22.0,East Kent Golding,"Maris Otter,Pilsner,Chocolate,Caraaroma,Vienna",,3.8,11.0,4
Serotonin Syndrome,AF Brew,Stout - Imperial / Double Oatmeal,2017-04-11,4.028,30.0,,,,6.8,,4
Таити,Alaska Brewery,Pale Ale - American,2019-04-05,3.687,,,,,5.5,,4
Summer Caprese,Rewort Brewery,Sour - Fruited Gose,2022-02-11,4.043,,,,,5.0,,4
Heartless Bitch 2.0,Gravity Project,Cider - Other Fruit,2019-06-26,3.923,,,,"Raspberry,Mint",4.5,,4
LUPOMAX 3,Ostrovica,IPA - Imperial / Double New England / Hazy,2022-01-27,3.911,,,,,6.8,,4
Right Rocket Launch x Right Hops collab,Brew Division,Porter - Other,2022-02-08,3.93,25.0,,,,6.8,,4
Find Deny Substract Boil (50/50),Red Button Brewery,Sour - Fruited,2020-06-23,4.312,,,,"Passion fruit,Lactose",6.0,,4
VANILLA BOB,Ostrovica,Brown Ale - Imperial / Double,2022-01-26,3.747,,,,,6.8,,4
Okome,Heineken,Lager - Japanese Rice,2015-11-07,2.753,,,,,4.3,,2
Bizzare Sundrops,Rewort Brewery,IPA - American,2022-03-16,3.812,34.0,,,,6.7,15.8,4
Blackberry & Black Currant Bochet,Степь и ветер,Mead - Other,2021-06-22,4.295,,,,"Blackberry,Black Currant",6.0,,4
Wild Ale With Cherry,Salden’s Brewery,Wild Ale - American,2018-02-28,3.871,,,,,6.8,,4
Harald,Plague Brew,Rye Wine,2021-12-04,3.921,55.0,,,,6.8,,4
Tomato Method,Selfmade Brewery,Sour - Traditional Gose,2020-03-04,3.908,20.0,,,Tomato,5.6,,4
Laserotops,Selfmade Brewery,Sour - Fruited,2020-11-30,4.165,12.0,,,"Mango,Peach",6.0,,4
Golden Goose,Varvar Brew,Wild Ale - Other,2020-07-10,4.122,19.0,,,,6.8,,3
Hobbits Hole,LaBEERint Brewery,Pale Ale - New Zealand,2020-08-22,3.593,50.0,,,,5.0,,4
И полетели!,Домодедовская пивоварня,IPA - American,2020-07-10,3.407,45.0,,,,6.7,,3
Czech Pilsner,Konix Brewery,Pilsner - Czech / Bohemian,2021-04-19,3.564,32.0,Saaz,,,5.0,,4
Don Zhivoe (Дон Живое),Балтика,Lager - Pale,2013-08-16,2.597,,,,,4.0,,3
White Phoenix Mango & Citrus,Cider House,Mead - Other,2021-07-31,3.309,,,,,4.7,,3
Kotayk (Котайк),Kotayk Brewery,Lager - Pale,2010-11-26,2.933,,,,,4.5,,3
387. Osobaya Varka (387. Особая Варка),Anadolu Efes,Lager - Amber,2014-05-14,2.882,,,,,6.8,,2
Ковёр задавал стиль всей комнате,Midnight Project,Stout - White / Golden,2021-09-16,4.001,15.0,,,,6.8,,4
Копоть кислой пантеры,4BREWERS,Sour - Other,2016-09-15,3.664,1.0,,,,6.0,,4
Nordic Soul (r) Blueberry & Cowberry,"Borderless Brewery,IsKra Brewery",Sour - Fruited,2021-09-29,3.709,10.0,,,,6.8,,4
Проба 010: Probator Rauch Doppelbock,"Proba Project,Selfmade Brewery",Rauchbier,2021-12-23,3.94,16.0,Hallertauer Tradition,,,6.8,,4
sPEACH,"IsKra Brewery,Borderless Brewery",Stout - Imperial / Double,2021-10-02,3.943,,,,,6.8,,4
Milkshake DIPA Coconut & Ice-Cream,Salden’s Brewery,IPA - Imperial / Double Milkshake,2018-11-07,3.77,70.0,,,,6.8,,4
Wild Ale With Raspberry,Salden’s Brewery,Wild Ale - American,2018-05-18,3.783,,,,,6.4,,4
Cydr Lubelski Klasyczny,Ambra S.A.,Cider - Dry,2013-12-18,3.387,,,,,4.5,,4
Gose Station - Bourbon BBQ,Brew Fiction,Sour - Traditional Gose,2021-02-10,4.102,11.0,,,,5.5,,4
Uezdnoe (Уездное),Лысковский,Lager - Pale,2020-01-23,2.89,,,,,5.3,,3
Wide Walls,Горьковская пивоварня,Sour - Fruited,2021-09-10,3.752,10.0,,,,6.0,,4
Invisible City,Горьковская пивоварня,Stout - Oatmeal,2020-07-06,3.375,18.0,,,,5.2,,4
Over the Tropix,"Горьковская пивоварня,Paradox",Sour - Fruited,2020-11-11,3.615,12.0,,,,6.8,,4
Cloudy Sky,Горьковская пивоварня,IPA - New England / Hazy,2019-06-23,3.695,38.0,,,,6.3,,4
Imagine the Future,Горьковская пивоварня,Porter - Other,2019-10-19,3.495,20.0,,,,6.8,,4
Get Lost,Горьковская пивоварня,Sour - Fruited,2021-03-10,3.495,10.0,,,,6.5,,4
Типа Чё,Варяг,Lager - Euro Pale,2019-06-14,3.239,14.0,,,Pineapple,4.5,,4
Иштар,"4BREWERS,Чаща",Sour - Fruited,2021-10-11,4.162,,,,"Pomegranate,Mint",5.0,,4
C is for Cookie,4BREWERS,Stout - Imperial / Double Pastry,2021-12-07,3.893,,,,,6.8,,4
God Jammit,Rewort Brewery,Sour - Smoothie / Pastry,2022-01-18,4.114,6.0,,,"Bilberry,Raspberry",5.8,,4
Too Fit To Quit,Dieta,Stout - Russian Imperial,2021-12-21,4.016,,,,"Vanilla,Cocoa,Zephyr",6.8,,4
Ничего святого,4BREWERS,Sour - Fruited,2019-07-16,3.94,,,,,5.5,,4
Квас,Арбат,Kvass,2015-06-06,3.268,,,,,1.2,,4
Юнга (Calvados Edition),On the Bones,Stout - Russian Imperial,2021-01-15,3.869,14.0,,,,6.8,,4
Фестивальное Marzen,Stary Zavod (Старый Завод),Märzen,2015-05-23,2.734,,,,,4.6,,3
рЯзмарин (rYazmary),"ID Jons,Stary Zavod (Старый Завод)",Spiced / Herbed Beer,2016-08-27,3.267,40.0,,,,4.6,,3
Luna Park: Blueberry+Mango,Одна тонна,Mead - Other,2022-02-04,4.112,,,,,6.8,,4
Populism Hop Cannon 20222,Jaws,IPA - New England / Hazy,2022-03-12,3.804,20.0,,,,6.0,,4
"Mead Union Raspberry,Blackberry And Ginger","Brew Dealers,Brew Division,Oka River",Mead - Melomel,2022-01-26,3.739,,,,,6.8,,4
Munhell Weissbier (Пшеничное),P:M CRAFT BREWERY,Wheat Beer - Hefeweizen,2013-05-24,3.421,,,,,4.6,,4
In Joy And Sorrow,Coven Brewery,Belgian Strong Dark Ale,2019-11-30,3.753,15.0,,,Cherry,6.8,,4
Somersby Watermelon,Carlsberg Group,Cider - Other Fruit,2018-04-05,3.087,,,,,4.5,,3
Manneken Pils,Brasserie Lefebvre,Pilsner - Other,2011-01-26,3.096,,,,,5.0,,3
Green Beer,Anadolu Efes,Lager - Pale,,2.262,,,,,4.0,,2
Dickiy Crest - Dry,Rebel Apple,Cider - Dry,2021-04-21,3.8,,,,,6.0,,4
Ultraviolent Junglist,Coma Brewery,Sour - Fruited,2021-06-28,4.288,,,,,6.4,24.0,4
Чешское Светлое,Konix Brewery,Lager - Pale,2021-01-24,3.355,,,,,4.5,,3
Жигулёвское,Крыніца,Lager - Pale,2012-09-30,2.596,,,,,4.6,,2
