name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Populism Mosaic Edition,Jaws,IPA - New England / Hazy,2018-05-18,3.908,,,,,6.5,,4
Transgression,Rewort Brewery,IPA - Triple,2019-12-06,3.974,65.0,"Mosaic,Willamette,Amarillo",,,6.8,23.9,4
Spacebar,Zagovor Brewery,IPA - Imperial / Double New England / Hazy,2020-03-17,4.103,30.0,"Zappa,Citra",,,6.8,,4
Iggy Hop,Brewlok,IPA - Imperial / Double,2019-11-24,3.783,120.0,"Citra,Galaxy",,,6.8,,4
Alabama,Волковская пивоварня,Fruit Beer,2018-03-28,3.304,18.0,,,,6.5,,3
Latte Di Lupo,Волковская пивоварня,Pale Ale - Milkshake,2018-08-25,3.385,40.0,,,,5.0,,3
Old Sparky,AF Brew,IPA - Triple,2015-12-10,3.977,100.0,,,,6.8,,4
Citra & Mosaic Double IPA,Salden’s Brewery,IPA - Imperial / Double,2015-05-07,3.975,100.0,,,,6.8,,5
Distemper,Zagovor Brewery,IPA - Session,2019-09-20,4.036,24.0,"Amarillo,Mosaic,Citra",,,5.0,14.0,4
ABV Not IBU: Amarillo,AF Brew,IPA - Imperial / Double,2014-11-22,3.9,114.0,,,,6.8,,4
ABV Not IBU: Motueka,AF Brew,IPA - Imperial / Double,2016-12-07,3.794,114.0,,,,6.8,,4
Ingria Pale Ale,AF Brew,IPA - American,2012-08-29,3.823,75.0,Simcoe,,,5.8,,4
#300 Vermont IPA,Salden’s Brewery,IPA - New England / Hazy,2017-08-23,3.926,60.0,"Mosaic,Ekuanot,Citra",,,6.8,,4
Limit Break,Stamm Brewing,IPA - Triple New England / Hazy,2019-09-10,4.253,,,,,6.8,,5
Sangre Fresca,AF Brew,Sour - Fruited Gose,2019-12-31,3.739,,,,,4.8,,5
Ruddy Grapefruit,Rewort Brewery,IPA - Imperial / Double,2019-10-30,3.835,58.0,,,,6.8,19.5,4
Foggy Notion,Zagovor Brewery,IPA - New England / Hazy,2017-06-09,4.02,50.0,"Citra,Galaxy",,,6.8,,4
Sadwave IPA,Zagovor Brewery,IPA - New England / Hazy,2017-12-24,4.009,42.0,Mosaic,,,6.5,17.0,4
Mosaic IPA,AF Brew,IPA - American,2013-02-13,3.893,73.0,,,,6.7,,5
3 in 1 Super Sour,Stamm Brewing,Sour - Fruited,2019-12-16,4.172,,,,"Blueberry,Strawberry,Guava",6.8,,4
ЗОЖ,4BREWERS,Sour - Fruited Gose,2019-05-18,3.8,,,,,6.0,,4
Ипатаж,Alaska Brewery,IPA - American,2017-02-15,3.768,,,,,6.5,,4
A to Z,"Zagovor Brewery,AF Brew",IPA - Imperial / Double New England / Hazy,2019-12-27,4.022,30.0,"El Dorado,Idaho 7,Citra",,,6.8,,4
Jazz & Juice,Jaws,IPA - American,2018-02-27,3.964,30.0,"Citra,Galaxy,Idaho 7","Pale Ale,Wheat,Oats",,6.5,14.5,4
Eat the Dust! DDH Citra,AF Brew,IPA - New England / Hazy,2017-07-06,4.007,40.0,Citra,,,6.8,,5
Oodles of Labradoodles,AF Brew,IPA - New England / Hazy,2017-10-31,3.931,,"Ella,Galaxy",,,6.7,,5
Ковбой Мальборо,Plan B Brewery,IPA - American,2014-05-08,3.93,50.0,,,,6.5,,4
Simple Joy,Brewlok,IPA - Triple,2018-12-07,3.904,150.0,"Mosaic,Amarillo",,,6.8,,4
Holy DIPA,Ostrovica,IPA - Imperial / Double,2017-02-21,3.905,100.0,"Simcoe,Citra,Cascade,Centennial",,,6.8,,4
F*ck the Dust! DDH Mosaic,AF Brew,IPA - Triple,2019-05-27,4.1,40.0,,,,6.8,,5
Milkshake Mango,Salden’s Brewery,IPA - Milkshake,2024-04-18,3.781,,,,,6.8,,3
My Three Hops,Stamm Brewing,IPA - Imperial / Double New England / Hazy,2019-08-09,4.137,,,,,6.8,20.0,4
New England IPA,Artisan Brew,IPA - New England / Hazy,2019-09-07,3.353,40.0,,,,6.8,,4
Eat the Dust! DDH Mosaic,AF Brew,IPA - New England / Hazy,2017-04-28,4.016,40.0,Mosaic,,,6.8,,5
United Capitals,Black Cat Brewery,IPA - Imperial / Double New England / Hazy,2019-09-30,3.928,,"Citra,Galaxy",,,6.8,,4
Old-School Double IPA,Salden’s Brewery,IPA - Imperial / Double,2016-05-25,3.956,110.0,"Cascade,Horizon,Columbus,Chinook",,,6.8,,4
