beer_id,name,brewery,style,alcohol,release_date,rating,ibu,hops,malts,additives
19503,Uus Maailm,Põhjala,IPA - Session,4.7,2013-11-14,3.55,25,unknown,unknown,unknown
19504,Öö,Põhjala,Porter - Imperial / Double Baltic,6.8,2013-02-12,3.94,60,unknown,unknown,unknown
19505,Leevike,Põhjala,Sour - Other,5.5,2017-11-05,3.58,10,unknown,unknown,"Cranberry, Hibiscus, Honey, Cinnamon, Cloves"
19506,Melomel: Honey Gardens and Aronia,Punchiller,Mead - Melomel,6.8,2022-07-29,4.49,12,unknown,unknown,Aronia
19507,Melomel: Buckwheat Honey and Cherry #2,Punchiller,Mead - Melomel,6.8,2022-07-28,4.87,12,unknown,unknown,Cherry
19508,Melomel: Meadow Herbs and Grapefruit,Punchiller,Mead - Melomel,6.8,2022-07-26,4.6,12,unknown,unknown,unknown
19509,Melomel: Meadow Herbs and Raspberry,Punchiller,Mead - Melomel,6.8,2022-07-23,4.61,12,unknown,unknown,unknown
19510,Melomel: Meadow Herbs and Strawberry #2,Punchiller,Mead - Melomel,6.8,2022-07-16,4.9,12,unknown,unknown,Strawberry
19511,Pyment: Meadow Herbs,Punchiller,Mead - Pyment,6.8,2022-07-08,4.83,27,unknown,unknown,unknown
19512,Simple Honey: Red Clover and Buckwheat,Punchiller,Mead - Traditional,6.8,2022-07-08,4.77,10,unknown,unknown,unknown
19513,Melomel: Buckwheat Honey and Cherry Sweet,Punchiller,Mead - Melomel,6.8,2022-06-22,4.87,12,unknown,unknown,unknown
19514,Melomel: Mojito,Punchiller,Mead - Melomel,6.8,2022-05-31,4.29,12,unknown,unknown,"Mint, Lime"
19515,Melomel: Limoncello,Punchiller,Mead - Melomel,6.8,2022-05-31,4.4,12,unknown,unknown,"Lemon, Ginger"
19516,Melomel: Red Clover Honey and Viburnum,Punchiller,Mead - Melomel,6.8,2022-05-20,4.72,12,unknown,unknown,unknown
19517,Metheglin: Mix of Three Types of Honey and Star Anise,Punchiller,Mead - Metheglin,6.8,2022-05-17,4.74,46,unknown,unknown,unknown
19518,Metheglin: Mix of Three Types of Honey and Chilli,Punchiller,Mead - Metheglin,6.8,2022-05-15,4.69,46,unknown,unknown,Chili
19519,Mix of Three Types of Honey,Punchiller,Mead - Traditional,6.8,2022-05-08,4.68,10,unknown,unknown,Grape
19520,Melomel: Red Clover Honey and Aronia,Punchiller,Mead - Melomel,6.8,2022-05-08,4.82,12,unknown,unknown,Aronia
19521,Metheglin: May Honey and Clove,Punchiller,Mead - Metheglin,6.8,2022-05-02,4.57,46,unknown,unknown,unknown
19522,Metheglin: May Honey and Cocoa,Punchiller,Mead - Metheglin,6.8,2022-05-02,4.82,46,unknown,unknown,unknown
19523,Kuncaŭščyna Mon Amour: Cherry Edition,Punchiller,Cider - Rosé,6,2022-04-28,4.45,27,unknown,unknown,Cherry
19524,Metheglin: May Honey and Cardamom,Punchiller,Mead - Metheglin,6.8,2022-04-27,4.81,46,unknown,unknown,unknown
19525,Metheglin: May Honey and Cinnamon #2,Punchiller,Mead - Metheglin,6.8,2022-04-27,4.82,46,unknown,unknown,unknown
19526,The Lost Mosaic Single Hop Double NEIPA,Rebrew,IPA - Imperial / Double New England / Hazy,6.8,2022-08-02,4.07,20,unknown,unknown,unknown
19527,Pomi D’Oro Tomato Gose. Sakartvelo Edition,Rebrew,Sour - Other Gose,6,2022-07-28,3.92,9,unknown,unknown,"Tomato, Olives, Basil, Coriander, Lemon, Lime, Fenugreek, Red Pepper"
19528,Summer Clouds Over Dnipro Hills. Simcoe Citra NEIPA,Rebrew,IPA - New England / Hazy,6,2022-07-12,4.01,32,unknown,unknown,unknown
19529,"Something Ends, Something Begins",Rebrew,Pale Ale - American,5.8,2022-06-28,3.77,25,"Citra, Centennial, Chinook",unknown,unknown
19530,DDH Nelson Sauvin & Simcoe NEIPA,Rebrew,IPA - New England / Hazy,6.7,2022-06-21,4.06,10,unknown,unknown,unknown
19531,"One Does Not Simply Give New Name To IPA (El Dorado, Idaho 7, Mosaic)",Rebrew,IPA - American,6,2022-06-17,4.02,40,unknown,unknown,unknown
19532,Dry Stout,Rebrew,Stout - Irish Dry,4.4,2022-06-16,3.82,30,unknown,unknown,unknown
19533,7 Inches of Pleasure. Session IPA,Rebrew,IPA - Session,4.2,2022-06-14,3.88,20,unknown,unknown,unknown
19534,Twilight Sun IPA,Rebrew,IPA - American,6.8,2022-06-06,3.8,40,unknown,unknown,unknown
19535,Solar NEIPA,Rebrew,IPA - New England / Hazy,6.8,2022-05-26,3.81,10,unknown,unknown,unknown
19536,Cat Sìth Imperial Scotch Ale 2022. Laphroaig Whisky Barrel Aged,Rebrew,Scotch Ale / Wee Heavy,6.8,2022-05-17,4,30,unknown,unknown,unknown
19537,Cat Sìth Imperial Scotch Ale 2022. Cognac Barrel Aged,Rebrew,Scotch Ale / Wee Heavy,6.8,2022-05-17,4.15,30,unknown,unknown,unknown
19538,Chiaroscuro. Flemish-style American Wild Ale,Rebrew,Wild Ale - American,6.8,2022-05-17,4.07,15,unknown,unknown,unknown
19539,The Light After The Darkest Hour NEIPA,Rebrew,IPA - New England / Hazy,6.8,2022-05-16,3.95,10,unknown,unknown,unknown
19540,BLEND 'EM ALL DOUBLE NEW ENGLAND IPA,Rebrew,IPA - New England / Hazy,6.8,2022-04-25,3.8,12,unknown,unknown,unknown
19541,BLEND 'EM ALL,Rebrew,IPA - Imperial / Double New England / Hazy,6.8,2022-04-22,3.85,10,unknown,unknown,unknown
19542,DDH IDAHO 7 EL DORADO AZACCA IPA,Rebrew,IPA - American,6.8,2022-04-14,3.94,45,unknown,unknown,unknown
19543,Freyja Blackcurrant Blueberry Berliner Weisse,Rebrew,Sour - Fruited Berliner Weisse,4.6,2022-03-23,3.74,8,unknown,unknown,unknown
19544,No to War! Kyiv,Browar Pinta & Rebrew,IPA - New England / Hazy,6.8,2022-03-01,3.94,35,unknown,unknown,unknown
19545,C U 2NITE,Red Button Brewery,Non-Alcoholic Beer - Other,0.3,2022-05-11,3.99,24,unknown,unknown,unknown
19546,HELLE WEISS,Red Button Brewery,Wheat Beer - Hefeweizen,5,2022-05-05,3.63,13,unknown,unknown,unknown
19547,Sour Electrolyte,Red Button Brewery,Sour - Other,5,2022-04-22,3.7,16,unknown,unknown,unknown
19548,TAHTOK,Red Button Brewery,Sour - Smoothie / Pastry,6,2022-04-21,4.17,9,unknown,unknown,unknown
19549,"THX,PLS",Red Button Brewery,Non-Alcoholic Beer - Other,0.3,2022-04-19,3.95,24,unknown,unknown,unknown
19550,After 6,Red Button Brewery,Stout - Milk / Sweet,6,2022-04-19,4.14,22,unknown,unknown,unknown
19551,What If...Tepache,Red Button Brewery,Other,6,2022-04-12,3.91,26,unknown,unknown,unknown
19552,Freak Scénique,Red Button Brewery,Sour - Fruited,6,2022-04-12,4.03,11,unknown,unknown,unknown
19553,Beaver,Red Button Brewery,IPA - American,6.8,2022-04-09,3.32,49,unknown,unknown,unknown
19554,Folky,Red Button Brewery,Sour - Smoothie / Pastry,6,2022-04-02,3.99,9,unknown,unknown,unknown
19555,BLACK SWAN,Red Button Brewery & Dieta,Sour - Smoothie / Pastry,6,2022-03-29,4.22,9,unknown,unknown,unknown
19556,Go the N.A.,Red Button Brewery,Non-Alcoholic Beer - Other,0.5,2022-03-29,3.71,24,unknown,unknown,unknown
19557,Stravage,Red Button Brewery,IPA - New England / Hazy,6.8,2022-03-25,3.91,32,unknown,unknown,unknown
19558,Extra,Red Button Brewery,IPA - Milkshake,5,2022-03-18,3.79,31,unknown,unknown,unknown
19559,Go the Rye (Maple),Red Button Brewery,Sour - Other Gose,5,2022-03-18,3.71,9,unknown,unknown,unknown
19560,KANPAI,Red Button Brewery,Koji / Ginjo Beer,6.8,2022-03-03,3.76,27,unknown,unknown,unknown
19561,Oatish,Red Button Brewery,Stout - Oatmeal,6,2022-03-03,3.9,26,unknown,unknown,unknown
19562,Rice & Maize,Red Button Brewery,Lager - American Light,4.5,2022-03-03,3.65,14,unknown,unknown,unknown
19563,Kuts,Red Button Brewery,Sour - Other Gose,5,2022-02-21,3.94,9,unknown,unknown,Coriander
19564,Bureau,Red Button Brewery,Mead - Melomel,6.8,2022-02-18,4.15,12,unknown,unknown,"Mango, Guava, Passion fruit"
19565,Sour Junky,Red Rocket Brewery,Sour - Fruited Berliner Weisse,5,2021-06-09,3.94,8,unknown,unknown,"Black Currant, Lime, Mint"
19566,Revival Never Goes Out of Style,Zagovor Brewery & Red Rocket Brewery,IPA - Imperial / Double,6.8,2021-06-04,3.96,55,"Centennial, Chinook, Cascade, Strata, Simcoe, Idaho 7",unknown,unknown
19567,Voila!,Red Rocket Brewery,IPA - Sour,6,2021-06-02,3.82,20,unknown,unknown,unknown
19568,Spaceship,Red Rocket Brewery,IPA - Black / Cascadian Dark Ale,6,2021-06-02,3.75,20,unknown,unknown,unknown
19569,Amalgama,Red Rocket Brewery,Sour - Fruited,6.8,2021-05-21,4.08,11,unknown,unknown,"Cherry, Raspberry, Lime, Mint"
19570,Oxytocin,Red Rocket Brewery,IPA - Sour,6,2021-05-21,3.8,20,unknown,unknown,Lime
19571,Figure 3,Red Rocket Brewery,IPA - Sour,6,2021-04-27,3.86,20,"Mosaic, Ekuanot, Citra",unknown,unknown
19572,Alpha Dog,Red Rocket Brewery,IPA - American,6,2021-04-09,3.9,40,"Citra, Chinook, Cascade, Centennial",unknown,unknown
19573,Castra Regina,Red Rocket Brewery & Plague Brew,Roggenbier,6.8,2021-04-06,3.87,30,unknown,unknown,unknown
19574,Figure 2,Red Rocket Brewery,IPA - American,6.5,2021-03-22,3.85,38,"Mosaic, Ekuanot",unknown,unknown
19575,Знак Свыше,Red Rocket Brewery,Sour - Other,6.8,2021-03-06,4,16,unknown,unknown,unknown
19576,Magna,Red Rocket Brewery,Sour - Fruited,6.8,2021-02-21,3.82,11,unknown,unknown,"Melon, Passion fruit, Lime, Vanilla"
19577,Don’t Eat Yellow Snow,Rewort Brewery,IPA - New England / Hazy,6.5,2021-04-21,3.54,35,"Zappa, Medusa",unknown,unknown
19578,Bite the Bullet,Rewort Brewery,IPA - Imperial / Double New England / Hazy,6.8,2021-03-29,3.94,31,"Talus, Amarillo",unknown,unknown
19579,You Spin Me Round,Rewort Brewery,Sour - Flanders Red Ale,6.5,2021-03-26,4.14,18,unknown,unknown,unknown
19580,Piece By Piece,Rewort Brewery,IPA - New England / Hazy,6.8,2021-02-26,3.76,32,"Strata, Mosaic",unknown,unknown
19581,Hot Stuff,Rewort Brewery,Fruit Beer,6.9,2021-02-24,3.7,15,unknown,unknown,"Coconut, Pineapple"
19582,I Feel Love,Rewort Brewery,Fruit Beer,6.9,2021-02-24,3.71,15,unknown,unknown,"Banana, Strawberry"
19583,Hardin & Walker,Rewort Brewery,IPA - American,6.5,2021-02-20,3.79,53,"Cascade, Amarillo",unknown,unknown
19584,La Tomatina,Rewort Brewery,Spiced / Herbed Beer,6.5,2021-02-20,3.94,26,unknown,unknown,Tomato
19585,Dessert Storm,Rewort Brewery,Sour - Fruited,6.7,2020-12-21,4.09,8,unknown,unknown,"Raspberry, Cucumber, Lime"
19586,Dream Catcher,Rewort Brewery,IPA - Imperial / Double,6.8,2020-12-08,3.74,47,unknown,unknown,unknown
19587,RE²Project (Quarantine Edition),Rewort Brewery & Midnight Project & Craft RePUBlic,Sour - Fruited,6.5,2020-12-04,3.94,12,unknown,unknown,"Orange, Passion fruit, Raspberry"
19588,A State of Flux,Rewort Brewery,IPA - New England / Hazy,6.9,2020-11-24,3.86,33,"Sabro, Citra, Amarillo",unknown,unknown
19589,Salty Swing,Rewort Brewery,Sour - Fruited Gose,6.3,2020-11-24,4.03,11,unknown,unknown,"Passion fruit, Red Pepper"
19590,Subtractive Skies,Rewort Brewery,IPA - Imperial / Double,6.8,2020-11-05,3.8,46,"Chinook, Idaho 7, Citra",unknown,unknown
19591,Milkshake I’d Like to Find,Rewort Brewery,IPA - Milkshake,6.9,2020-11-05,3.84,7,unknown,unknown,"Raspberry, Mango"
19592,Floatation,Rewort Brewery,IPA - New England / Hazy,6.5,2020-11-05,3.83,39,"Amarillo, Comet",unknown,unknown
19593,Tropical Drops,Rewort Brewery,Sour - Fruited,6.9,2020-09-21,3.83,5,unknown,unknown,unknown
19594,La Famiglia ver. 4,Rewort Brewery,Sour - Traditional Gose,6.9,2020-09-21,3.74,10,unknown,unknown,unknown
19595,Celestial Breakdown,Rewort Brewery,IPA - Imperial / Double New England / Hazy,6.8,2020-09-09,3.74,41,unknown,unknown,unknown
19596,Sour Fest,Robim Good Brewery,Sour - Other,4.5,2021-09-20,3.96,3,unknown,unknown,unknown
19597,IPA Fest,Robim Good Brewery,IPA - American,5.7,2021-09-20,3.69,40,unknown,unknown,unknown
19598,Ohra,Robim Good Brewery,Lager - Euro Pale,5.5,2021-09-14,3.43,19,unknown,unknown,unknown
19599,Avenue,Robim Good Brewery,Pale Ale - American,5.2,2021-08-25,3.66,26,Idaho 7,unknown,unknown
19600,Breeze,Robim Good Brewery,Blonde Ale,5.5,2021-08-25,3.43,14,unknown,unknown,unknown
19601,Like Triumph,Robim Good Brewery,Lager - Euro Pale,5,2021-08-17,3.29,12,Triumph,unknown,unknown
19602,Like Cascade,Robim Good Brewery,Lager - Euro Pale,5,2021-08-09,3.55,11,Cascade,unknown,unknown
19603,Party,Robim Good Brewery,Pale Ale - Other,5,2021-08-02,3.2,8,unknown,unknown,unknown
19604,Amulet,Robim Good Brewery,Pale Ale - American,5.2,2021-07-19,3.6,25,Triumph,unknown,unknown
19605,Amore,Robim Good Brewery,Pale Ale - American,4.9,2021-06-14,3.63,25,unknown,unknown,unknown
19606,Imaginary,Robim Good Brewery,IPA - American,6.3,2021-06-11,3.52,40,Wai-iti,unknown,unknown
19607,Happy Blanc,Robim Good Brewery,Lager - Helles,4.6,2021-05-27,3.46,13,Hallertau Blanc,unknown,unknown
19608,Aurora,Robim Good Brewery,Pale Ale - American,5.3,2021-05-07,3.7,25,"Columbus, Cascade, Centennial, Simcoe",unknown,unknown
19609,Irbis,Robim Good Brewery,IPA - White / Wheat,5.3,2021-04-29,3.57,40,Enigma,unknown,unknown
19610,Hope,Robim Good Brewery,Wheat Beer - Hefeweizen,4.2,2021-04-16,3.54,8,unknown,unknown,unknown
19611,Hello,Robim Good Brewery,Lager - Helles,4.6,2021-04-07,3.42,13,unknown,unknown,unknown
19612,Aura,Robim Good Brewery,Pale Ale - American,5.3,2021-04-07,3.7,25,"Columbus, Cascade, Centennial, Citra",unknown,unknown
19613,Angel,Robim Good Brewery,Lager - Helles,4.6,2021-04-06,3.5,13,unknown,unknown,unknown
19614,IR.I.S.h,Robim Good Brewery,Stout - Russian Imperial,6.8,2021-03-16,4.19,20,unknown,unknown,unknown
19615,St.Patrick,Robim Good Brewery,Stout - Oatmeal,6.6,2021-03-10,3.82,20,unknown,unknown,unknown
19616,Czech Pilsner,Sabotage,Pilsner - Czech / Bohemian,4.5,2020-04-24,3.93,30,unknown,unknown,unknown
19617,Крафтосос: Манго Ласси,Sabotage,IPA - Sour,6.6,2020-02-15,3.94,10,unknown,unknown,unknown
19618,Winter Planet,Sabotage,Sour - Fruited,6.8,2020-01-05,4.05,10,unknown,unknown,"Raspberry, Chocolate, Cinnamon, Chili"
19619,Lost Wisdom,Sabotage,Porter - Imperial / Double,6.8,2019-12-27,3.92,15,unknown,unknown,unknown
19620,Salad Days,Sabotage,Sour - Fruited Gose,6,2019-12-24,3.89,10,Sorachi Ace,unknown,unknown
19621,Stage Diving,Sabotage & Zagovor Brewery,Kölsch,5.5,2019-10-04,3.82,19,unknown,unknown,unknown
19622,Ocean Planet: Cucumber & Watermelon,Sabotage,Sour - Fruited Gose,6,2019-10-02,4.04,10,unknown,unknown,"Cucumber, Watermelon"
19623,Lost Planet: Blueberry & Mint,Sabotage,Sour - Berliner Weisse,4.2,2019-09-18,4.15,10,unknown,unknown,"Blueberry, Mint"
19624,Motörhop,Sabotage,Porter - American,6.8,2019-08-23,3.78,40,"Mosaic, Chinook, Citra",unknown,unknown
19625,Dog Town,Sabotage,IPA - American,6,2019-06-05,3.75,35,"Citra, Sorachi Ace",unknown,unknown
19626,Lost Planet: Strawberry & Basil,Sabotage,Sour - Berliner Weisse,4,2019-05-26,4.13,10,unknown,unknown,"Strawberry, Basil"
19627,"Lost Planet: Mango, Mint & Passion Fruit",Sabotage,Sour - Fruited Berliner Weisse,4.5,2019-05-26,4.17,10,unknown,unknown,"Mango, Mint, Passion fruit"
19628,Electrocat,Sabotage,IPA - Imperial / Double New England / Hazy,6.8,2019-04-29,3.87,30,"Amarillo, Citra, Centennial, Mosaic, Simcoe",unknown,unknown
19629,T-Rex,Sabotage,IPA - American,6.9,2019-03-07,3.8,30,"Amarillo, Falconer’s  Flight, Mosaic, Simcoe, Idaho 7, Ekuanot, Citra",unknown,unknown
19630,Sweet Disaster,Sabotage,Stout - Milk / Sweet,6.8,2019-02-14,3.96,22,unknown,unknown,"Cinnamon, Vanilla"
19631,Крафтосос,Sabotage,IPA - Sour,6,2018-12-22,4.02,29,"Centennial, Mosaic, Citra",unknown,unknown
19632,Last Goodbye,Sabotage,IPA - Imperial / Double,6.8,2018-11-01,3.84,70,"Citra, Centennial, Simcoe",unknown,unknown
19633,Pizza Time,Sabotage,Sour - Fruited Gose,6,2018-10-07,3.83,10,unknown,unknown,unknown
19634,Hop Rider,Sabotage,IPA - American,5.7,2018-09-15,3.83,49,"Mosaic, Citra, Simcoe, Falconer’s  Flight",unknown,unknown
19635,Hard Selzer Bubblegum,Salden’s Brewery,Hard Seltzer,5,2021-06-29,3.13,7,unknown,unknown,Bubble gum
19636,Hard Seltzer Blackcurrant,Salden’s Brewery,Hard Seltzer,5,2021-06-29,3.38,7,unknown,unknown,Black Currant
19637,Oak Smoked Tomato Gose Provance Ed,Salden’s Brewery,Spiced / Herbed Beer,5,2021-06-29,3.8,26,unknown,unknown,"Tomato, Salt, Coriander, Spices"
19638,Oak Smoked Tomato Gose Chili Ultra Hot Italian Edition,Salden’s Brewery,Spiced / Herbed Beer,5,2021-06-25,3.92,26,unknown,unknown,"Tomato, Salt, Coriander, Chili, Spices"
19639,Wine Ale Muscat,Salden’s Brewery,Grape Ale - Other,6.5,2021-06-25,3.74,17,Nelson Sauvin,unknown,Grape
19640,Russian Imperial Stout Batch #16,Salden’s Brewery,Stout - Russian Imperial,6.8,2021-06-10,4.01,52,unknown,unknown,unknown
19641,Milk Sour Ale Pineapple,Salden’s Brewery,Sour - Fruited,6.5,2021-06-07,3.54,11,unknown,unknown,unknown
19642,"Milk Sour Ale Mango, Guava & Passion Fruit",Salden’s Brewery,Sour - Fruited,5,2021-05-16,3.85,11,unknown,unknown,"Mango, Guava, Passion fruit"
19643,Hard Seltzer Cherry Cola,Salden’s Brewery,Hard Seltzer,5,2021-05-15,3.17,7,unknown,unknown,Cola
19644,IPA Triumph,Salden’s Brewery,IPA - American,6.8,2021-05-15,3.54,60,Triumph,unknown,unknown
19645,Czech Desitka,Salden’s Brewery,Pilsner - Czech / Bohemian,4.5,2021-05-15,3.6,10,unknown,unknown,unknown
19646,Wine Ale Chardonnay,Salden’s Brewery,Grape Ale - Other,6.5,2021-05-03,3.77,17,Nelson Sauvin,unknown,unknown
19647,Cider Galaxy,Salden’s Brewery,Cider - Herbed / Spiced / Hopped,6,2021-04-28,3.58,17,unknown,unknown,unknown
19648,Tomato Gose Chili Ultra Hot Italian Edition,Salden’s Brewery,Spiced / Herbed Beer,5,2021-04-26,3.92,26,unknown,unknown,"Tomato, Salt, Coriander, Chili"
19649,Oak Smoked Imperial Tomato Gose Light Chili Provance Edition,Salden’s Brewery,Spiced / Herbed Beer,6.8,2021-04-26,3.87,26,unknown,unknown,"Tomato, Coriander, Chili, Spices, Salt"
19650,Medusa IPA,Salden’s Brewery,IPA - American,6.8,2021-04-26,3.8,60,Medusa,unknown,unknown
19651,Juniper IPA,Salden’s Brewery,IPA - American,6.8,2021-04-12,3.76,60,"Chinook, Simcoe",unknown,Juniper
19652,100% Wheat Double IPA Zero,Salden’s Brewery,IPA - Imperial / Double,6.8,2021-04-12,3.78,74,"Simcoe, Mosaic",unknown,unknown
19653,Tomato Gose Light Chili Provance Edition,Salden’s Brewery,Spiced / Herbed Beer,5,2021-04-12,3.82,26,unknown,unknown,"Tomato, Himalayan Salt, Coriander, Chili"
19654,Milk Ale Carrot & Pumpkin,Salden’s Brewery,Other,5,2021-04-12,3.28,26,unknown,unknown,"Lactose, Pumpkin, Carrot"
19655,Reprobation,Selfmade Brewery,Sour - Fruited,5.8,2022-05-24,3.83,26,unknown,unknown,unknown
19656,El Tirador,Selfmade Brewery,IPA - Imperial / Double,6.8,2022-05-18,3.88,58,unknown,unknown,unknown
19657,Ape King,Selfmade Brewery,Sour - Other Gose,6.2,2022-05-18,3.71,10,unknown,unknown,unknown
19658,Kitsune,Selfmade Brewery,Sour - Fruited,6.8,2022-05-06,4.12,15,unknown,unknown,unknown
19659,Code Corrector,Selfmade Brewery,IPA - New England / Hazy,6.5,2022-04-28,3.67,40,unknown,unknown,unknown
19660,Witch Doctor,Selfmade Brewery,IPA - Imperial / Double,6.8,2022-04-19,3.96,58,unknown,unknown,unknown
19661,Hammer of Light,Selfmade Brewery,Belgian Blonde,6.9,2022-04-01,3.82,20,unknown,unknown,unknown
19662,Sphere of Silence,Selfmade Brewery,Sour - Smoothie / Pastry,6,2022-03-30,4.27,9,unknown,unknown,unknown
19663,Gnosis,Selfmade Brewery & Plague Brew,Pilsner - Imperial / Double,6.8,2022-03-30,3.82,38,unknown,unknown,unknown
19664,Cherry Fantasy,Selfmade Brewery,Fruit Beer,6.9,2022-03-22,3.64,15,unknown,unknown,unknown
19665,Spice Vendor,Selfmade Brewery,Spiced / Herbed Beer,6.4,2022-03-21,3.82,10,unknown,unknown,unknown
19666,It's A Bat Time,Selfmade Brewery,Sour - Fruited,6.8,2022-03-16,4.09,10,unknown,unknown,unknown
19667,Scarlet Tide,Selfmade Brewery,Fruit Beer,6.9,2022-03-10,3.92,10,unknown,unknown,unknown
19668,Popcorn Head,Selfmade Brewery,Stout - Other,6.9,2022-03-09,3.8,26,unknown,unknown,unknown
19669,Moon Familiar,Selfmade Brewery,IPA - Imperial / Double New England / Hazy,6.8,2022-03-08,3.93,50,unknown,unknown,unknown
19670,Crocodiles Don't Cry,Selfmade Brewery,IPA - Imperial / Double,6.8,2022-03-03,3.86,58,unknown,unknown,unknown
19671,Nelson Sauvin,Selfmade Brewery,IPA - New England / Hazy,6.9,2022-02-14,3.89,50,unknown,unknown,unknown
19672,Damn Fine Stout,Selfmade Brewery,Stout - Imperial / Double Coffee,6.8,2022-02-08,4.01,62,unknown,unknown,unknown
19673,Pantheon,Selfmade Brewery,Barleywine - Other,6.8,2022-02-08,3.72,57,unknown,unknown,unknown
19674,Deadly Sinner,Selfmade Brewery,IPA - Imperial / Double,6.8,2022-02-07,3.88,58,unknown,unknown,unknown
19675,Achievement Platinum,Stamm Brewing,IPA - Imperial / Double New England / Hazy,6.8,2022-06-23,4.21,39,unknown,unknown,unknown
19676,Silk Supersonic,Stamm Brewing,Pale Ale - New England / Hazy,5.5,2022-06-16,4.09,27,unknown,unknown,unknown
19677,Achievement BRU-1,Stamm Brewing,IPA - Imperial / Double New England / Hazy,6.8,2022-06-08,3.99,39,unknown,unknown,unknown
19678,Waloon,Stamm Brewing,Wheat Beer - Witbier / Blanche,5,2022-05-31,3.68,14,unknown,unknown,unknown
19679,Ghostly Caravan,Stamm Brewing,IPA - Imperial / Double New England / Hazy,6.8,2022-05-26,4.15,39,unknown,unknown,unknown
19680,Laser Loop,Stamm Brewing & Wild Lab,IPA - Triple New England / Hazy,6.8,2022-05-26,4.28,39,unknown,unknown,unknown
19681,Cloudland,Stamm Brewing,IPA - New England / Hazy,6.8,2022-05-19,4.05,32,unknown,unknown,unknown
19682,Journey To Ixtlan,Stamm Brewing,IPA - American,6.5,2022-05-19,3.86,50,unknown,unknown,unknown
19683,Tahiti Brunch,Stamm Brewing,Stout - Milk / Sweet,5,2022-05-19,3.6,22,unknown,unknown,unknown
19684,Achievement Idaho7,Stamm Brewing,IPA - Imperial / Double New England / Hazy,6.8,2022-05-06,4.12,39,unknown,unknown,unknown
19685,Fernweh,Stamm Brewing,Lager - Helles,4.9,2022-04-29,3.74,18,unknown,unknown,unknown
19686,Greenworks,Stamm Brewing,IPA - New England / Hazy,6.8,2022-04-28,4.04,32,unknown,unknown,unknown
19687,Drop the Pressure,Stamm Brewing,Pale Ale - New England / Hazy,5.5,2022-04-22,4.05,27,unknown,unknown,unknown
19688,Achievement Galaxy,Stamm Brewing,IPA - Imperial / Double New England / Hazy,6.8,2022-04-22,4.06,39,unknown,unknown,unknown
19689,Canned Summer,Stamm Brewing,Sour - Smoothie / Pastry,6.8,2022-04-22,3.95,9,unknown,unknown,unknown
19690,Wishbringer,Stamm Brewing,Sour - Smoothie / Pastry,6.8,2022-03-30,4.03,9,unknown,unknown,unknown
19691,Atlantic Meets Pacific,Stamm Brewing,IPA - Imperial / Double New England / Hazy,6.8,2022-03-18,4.02,39,unknown,unknown,unknown
19692,Polymer,Stamm Brewing,IPA - New England / Hazy,6.8,2022-03-18,3.88,32,unknown,unknown,unknown
19693,Groove Collective,Stamm Brewing,IPA - New England / Hazy,6.8,2022-03-17,4.07,32,unknown,unknown,unknown
19694,Tsunami,Stamm Brewing,IPA - Imperial / Double New England / Hazy,6.8,2022-02-25,4.13,39,unknown,unknown,unknown
19695,New England IPA Mosaic & Citra DDH,Taler,IPA - New England / Hazy,6.2,2020-07-22,3.28,30,"Mosaic, Citra",unknown,unknown
19696,West Coast IPA Mosaic DDH,Taler,IPA - American,6.4,2020-07-16,3.48,60,Mosaic,unknown,unknown
19697,Belgian Farmhouse Blonde Ale,Taler,Farmhouse Ale - Other,6.5,2020-07-09,3.33,30,unknown,unknown,unknown
19698,Belgian Witbier With Oranges And Lemons,Taler,Wheat Beer - Witbier / Blanche,4,2020-07-02,3.72,20,unknown,unknown,"Orange, Lemon"
19699,Belgian Saison,Taler,Farmhouse Ale - Saison,6.5,2020-06-25,3.49,30,unknown,unknown,unknown
19700,New England IPA Citra & Mosaic DDH,Taler,IPA - American,6,2020-06-18,3.69,25,"Citra, Mosaic",unknown,unknown
19701,West Coast IPA Ekuanot & El Dorado,Taler,IPA - American,6.2,2020-06-10,3.51,60,"Ekuanot, El Dorado",unknown,unknown
19702,Space X,Taler,Sour - Fruited Berliner Weisse,4,2020-06-04,3.79,8,unknown,unknown,Raspberry
19703,Strong Czech Amber Lager,Taler,Lager - Amber,6,2020-05-28,3.05,25,unknown,unknown,unknown
19704,New England IPA Citra & Mosaic,Taler,IPA - New England / Hazy,6,2020-05-21,3.44,30,"Citra, Mosaic",unknown,unknown
19705,Tropical IPA,Taler,IPA - American,6.2,2020-04-29,3.6,60,"Amarillo, Centennial, Cascade, El Dorado",unknown,unknown
19706,Monkey IPA,Taler,IPA - American,6.4,2020-04-23,3.48,65,"Centennial, Citra, El Dorado",unknown,unknown
19707,Citra & El Dorado IPA,Taler,IPA - American,6.2,2020-04-14,3.54,55,"Citra, El Dorado",unknown,unknown
19708,Shark,Taler,IPA - Milkshake,6.5,2020-04-08,3.31,40,"Cascade, Centennial, Citra",unknown,unknown
19709,West Coast IPA Cascade & Centennial,Taler,IPA - American,6.5,2020-04-02,3.64,55,"Cascade, Centennial",unknown,unknown
19710,Трактавід-19,Taler,IPA - New England / Hazy,6,2020-03-21,3.38,30,Amarillo,unknown,unknown
19711,Happy Hoppy Marzen,Taler,Märzen,5.9,2020-03-19,3.02,40,unknown,unknown,unknown
