beer_id,name,brewery,style,alcohol,release_date,rating,ibu,hops,malts,additives
1,Bosprotter,'t Hofbrouwerijke,Belgian Tripel,6.8,2010-12-27,3.38,27,unknown,unknown,unknown
2,Fruit Tornado (raspberry-strawberry),084Brewery,Sour - Fruited,6,2022-11-18,3.98,15,unknown,unknown,unknown
3,084 Brewery Milkshake Mango-Passion,084Brewery,IPA - Milkshake,6.8,2022-10-28,3.81,30,unknown,unknown,unknown
4,Трюфель Шоколад,084Brewery,Stout - Russian Imperial,6.8,2022-09-12,4.01,30,unknown,unknown,unknown
5,Black Pearl,084Brewery,Sour - Other Gose,5.8,2022-08-03,4.04,17,unknown,unknown,unknown
6,Tomato Meteorite Horseradish,084Brewery,Sour - Other Gose,5.8,2022-04-04,3.96,15,unknown,unknown,unknown
7,Leaden Sky Cherry,084Brewery,Porter - Other,6.5,2022-03-11,3.83,35,unknown,unknown,unknown
8,Fruit Tornado (cherry-strawberry-vanilla),084Brewery,Sour - Fruited,5.8,2021-10-25,4.11,10,unknown,unknown,unknown
9,Tomato Meteorite Smoked,084Brewery,Sour - Other Gose,5.8,2021-04-07,3.76,15,unknown,unknown,unknown
10,Blueberry-Vanilla Clouds,084Brewery,Stout - Other,6.8,2020-12-30,3.83,25,unknown,unknown,unknown
11,Tomato Meteorite,084Brewery,Sour - Other Gose,5.8,2020-12-28,3.72,10,unknown,unknown,unknown
12,Emission Nebula,084Brewery,Sour - Fruited Gose,5,2019-08-11,3.72,15,unknown,unknown,unknown
13,Orange Killer,084Brewery,Sour - Fruited Gose,5,2019-05-01,3.74,15,unknown,unknown,unknown
14,Space Barrel,084Brewery,Stout - Russian Imperial,6.8,2019-01-10,3.71,60,unknown,unknown,unknown
15,Hop&HOP'S Amarillo,084Brewery,IPA - Imperial / Double,6.8,2018-12-21,3.4,58,unknown,unknown,unknown
16,Пьяный Геркулес IPA,084Brewery & John Barleycorn,IPA - Other,4.6,2018-10-18,3.4,45,unknown,unknown,unknown
17,Spicy Jack,084Brewery,Pumpkin / Yam Beer,6.5,2018-10-17,3.61,23,unknown,unknown,unknown
18,LGBTQ/Pride,10 Barrel Brewing Co.,IPA - New England / Hazy,5.9,2019-06-08,3.86,45,unknown,unknown,unknown
19,Chocolate OD 2 BA Belle Meade Bourbon,100 Watt Brewery,Stout - White / Golden,6.8,2022-05-09,3.91,35,unknown,unknown,unknown
20,150 Watt BA Moscatel Sétubal,100 Watt Brewery,Belgian Quadrupel,6.8,2021-12-06,3.98,40,unknown,unknown,unknown
21,Chocolate OD 2,100 Watt Brewery,Stout - White / Golden,6.8,2021-05-01,3.53,35,unknown,unknown,unknown
22,Brune Brulee,100 Watt Brewery,Brown Ale - Other,6.7,2016-08-19,3.3,38,unknown,unknown,unknown
23,Raspberry Mint Honey Brown,101 Brewery,Brown Ale - American,5.5,2015-01-25,2.87,10,unknown,unknown,unknown
24,Pallet Jack,12 Acres Brewing Company,Lager - IPL (India Pale Lager),5,2019-08-31,3.49,33,unknown,unknown,unknown
25,Make Hay,12 Acres Brewing Company,IPA - Session,3.8,2019-06-25,3.48,30,unknown,unknown,unknown
26,The Far Side,12 Acres Brewing Company,IPA - New England / Hazy,5.1,2019-04-13,3.63,32,unknown,unknown,unknown
27,Rye IPA,12 Acres Brewing Company,IPA - Rye,5.5,2016-12-12,3.63,65,unknown,unknown,unknown
28,Single Malt Lager,12 Acres Brewing Company,Lager - Pale,4.2,2016-11-29,3.53,25,unknown,unknown,unknown
29,Nightzone,13 Litar,Porter - Imperial / Double,6.8,2024-01-11,3.86,26,"Premiant, Centennial, Chinook","Vienna, Caramel, Black",unknown
30,Unbroken,13 Litar,IPA - Imperial / Double,6.8,2024-01-03,3.95,60,"Chinook, Centennial, El Dorado",Pilsner,unknown
31,Restructure,13 Litar,Strong Ale - Other,6.8,2023-12-28,4.31,40,"Chinook, Centennial","Vienna, Caramel, Roasted Barley",unknown
32,Hasta La Vista,13 Litar,IPA - American,6.5,2023-12-16,3.78,40,Vista,"Pilsner, Wheat",unknown
33,Blackstage,13 Litar,IPA - Black / Cascadian Dark Ale,6.8,2023-12-12,3.76,45,"Columbus, Centennial, Idaho 7","Pilsner, Vienna, Caramel, Roasted Barley",unknown
34,Moonwalker,13 Litar,Stout - Foreign / Export,6.8,2023-12-07,4.1,30,Centennial,"Vienna, Pilsner, Caramel, Special B, Roasted Barley",unknown
35,Imagination,13 Litar,Red Ale - American Amber / Red,6.5,2023-11-30,3.47,35,"Columbus, Centennial, Idaho 7","Pilsner, Vienna, Caramel",unknown
36,Groza,13 Litar,Belgian Strong Dark Ale,6.8,2023-11-23,3.98,20,"Chinook, Ekuanot","Vienna, Pilsner, Caramel, Special B, Roasted Barley",unknown
37,Overcast,13 Litar,IPA - White / Wheat,6.3,2023-11-22,3.71,50,Columbus,"Wheat, Pilsner",unknown
38,Nightlife,13 Litar,Porter - Imperial / Double,6.8,2023-11-15,4.19,25,"Premiant, Golding","Pilsner, Vienna, Special B, Black",unknown
39,Polotmavě,13 Litar,Lager - Amber / Red,5.6,2023-11-09,3.68,20,"Premiant, Saaz","Vienna, Pilsner, Caramel",unknown
40,Shadowland,13 Litar,Brown Ale - American,5.7,2023-11-01,3.78,50,"Columbus, Centennial, Lotus","Pilsner, Vienna, Caramel",unknown
41,What Is Sultana?..,13 Litar,IPA - Imperial / Double,6.8,2023-10-26,3.96,65,Sultana,Pilsner,unknown
42,Secrets of the Bernardine Monastery,13 Litar & Punchiller,Belgian Strong Dark Ale,6.8,2023-10-18,4.3,25,unknown,unknown,unknown
43,Calypso,13 Litar,IPA - Belgian,6.5,2023-10-11,3.8,40,Calypso,"Pilsner, Wheat",unknown
44,Dark Lotus,13 Litar,Stout - American,6.3,2023-10-03,3.98,50,Lotus,"Pilsner, Vienna, Roasted Barley",unknown
45,What Is Nelson Sauvin?..,13 Litar,IPA - Imperial / Double,6.8,2023-09-28,4.07,65,Nelson Sauvin,Pilsner,unknown
46,Sunspot,13 Litar,IPA - American,6,2023-09-19,3.83,45,"Lemondrop, Centennial, Amarillo",Pilsner,unknown
47,Aquilon,13 Litar,Porter - Baltic,6.8,2023-09-14,4.25,20,"Premiant, Golding","Pilsner, Vienna, Caramel, Black",unknown
48,Collision,13 Litar,IPA - American,6.4,2023-09-04,3.75,50,"Centennial, Amarillo",Pilsner,unknown
49,1516 Weisse,1516 Brewing Company,Wheat Beer - Hefeweizen,5,2012-10-21,3.59,13,unknown,unknown,unknown
50,Red IPA (Indian Summer),1516 Pub & Brewery,IPA - Red,4,2017-10-23,3.67,55,unknown,unknown,unknown
51,Sour Ale Summer Passion (Маракуйя),1516 Pub & Brewery,Sour - Fruited,4,2017-08-23,3.75,11,unknown,unknown,unknown
52,Вяленый Слон,1516 Pub & Brewery,Lambic - Fruit,5.5,2015-05-02,3.94,25,unknown,unknown,unknown
53,Pilsner,1516 Pub & Brewery,Pilsner - Other,4.8,2013-07-25,3.61,28,unknown,unknown,unknown
54,Weizen,1516 Pub & Brewery,Wheat Beer - Hefeweizen,4.9,2013-07-18,3.54,13,unknown,unknown,unknown
55,Stout,1516 Pub & Brewery,Stout - Other,5.6,2013-07-18,3.72,30,unknown,unknown,unknown
56,Watermelon Gang,21 Days Brew & 1703,Sour - Fruited,6.8,2021-01-18,3.73,11,unknown,unknown,unknown
57,ART+69 Modern Silly Sour,Browar Stu Mostów & Seven Island Brewery & 18th Street Brewery,Sour - Other,6.8,2023-06-15,3.96,16,unknown,unknown,unknown
58,Дедушкин компот,2 Barrels Brewery,Farmhouse Ale - Other,5,2022-08-31,3.19,5,unknown,unknown,unknown
59,Слёзы отечества,2 Barrels Brewery,Sour - Traditional Gose,5.5,2021-08-14,3.94,15,unknown,unknown,unknown
60,Дети Кукурузы,2 Barrels Brewery,IPA - Brut,6,2021-05-16,3.64,25,unknown,unknown,unknown
61,Сила леса,2 Barrels Brewery,Historical Beer - Gruit / Ancient Herbed Ale,6.8,2021-02-22,3.76,22,unknown,unknown,unknown
62,Черная борода,2 Barrels Brewery,Farmhouse Ale - Saison,6.8,2020-12-24,3.47,20,unknown,unknown,unknown
63,Неибиволин,2 Barrels Brewery,Sour - Traditional Gose,6,2020-08-28,3.63,10,unknown,unknown,unknown
64,Цитрамон,2 Barrels Brewery,Pale Ale - American,6,2019-01-24,3.82,25,unknown,unknown,unknown
65,Лукавый,2 Barrels Brewery,Stout - Oatmeal,6.8,2018-03-30,3.66,18,unknown,unknown,unknown
66,2085-32 TANGERINE NEIPA,2085 Brewery,IPA - New England / Hazy,6,2023-12-02,3.98,32,unknown,unknown,unknown
67,KONTEYNER 3X NEIPA,2085 Brewery & Konteyner,IPA - New England / Hazy,6.8,2023-11-30,4.11,20,unknown,unknown,unknown
68,2085-25.1.1 WHITE TOMATO GOSE,2085 Brewery,Sour - Other Gose,4.4,2023-11-23,4.06,6,unknown,unknown,unknown
69,2085-25.1 FRESH TOMATO GOSE,2085 Brewery,Sour - Other Gose,4.4,2023-10-27,3.89,9,unknown,unknown,unknown
70,2085-0 DRY HOP ALCOHOL FREE,2085 Brewery,Non-Alcoholic Beer - Pale Ale,0,2023-10-21,3.96,28,unknown,unknown,unknown
71,2085-31 GUAVA PINEAPPLE PASSION FRUIT SOUR,2085 Brewery,Sour - Smoothie / Pastry,6,2023-10-21,4,9,unknown,unknown,unknown
72,2085-29 DRY HOP PALE ALE,2085 Brewery,Pale Ale - Other,5.7,2023-10-05,3.96,15,unknown,unknown,unknown
73,2085 GENESIS KIWI PASSION FRUIT PINEAPPLE SOUR,2085 Brewery,Sour - Fruited,6,2023-08-30,3.94,11,unknown,unknown,unknown
74,2085 CHERRY TONKA PASTRY SOUR,2085 Brewery,Sour - Smoothie / Pastry,5.8,2023-08-30,3.94,9,unknown,unknown,unknown
75,2085 ORGANIC CIDER,2085 Brewery,Cider - Dry,6,2023-07-28,3.74,15,unknown,unknown,unknown
76,2085-28 STRAWBERRY BANANA MANGO SOUR,2085 Brewery,Sour - Fruited,6,2023-07-13,4.06,11,unknown,unknown,unknown
77,2085-27.1 HUTSUL METAL FOREST NEIPA,2085 Brewery,IPA - New England / Hazy,5.7,2023-06-21,4.14,15,unknown,unknown,unknown
78,2085-23.1 MANGO BANANA COCONUT VANILLA,2085 Brewery,IPA - New England / Hazy,6,2023-05-11,4.13,20,unknown,unknown,unknown
79,2085-26 SESSION APA,2085 Brewery & Beermaster Brewery,IPA - American,4.6,2023-05-11,4.01,33,unknown,unknown,unknown
80,2085-25 TOMATO GOSE,2085 Brewery,Sour - Other Gose,4.4,2023-05-11,4,6,unknown,unknown,unknown
81,2085-27 FOREST NEIPA,2085 Brewery,IPA - New England / Hazy,5.7,2023-05-11,4.12,15,unknown,unknown,unknown
82,2085-HS PITAYA COCONUT PINEAPPLE,2085 Brewery & 2085-HS,Hard Seltzer,5,2023-05-11,3.62,7,unknown,unknown,unknown
83,2085-24 COCONUT COCOA VANILLA STOUT,2085 Brewery & Театр пива Правда,Stout - Oatmeal,5.5,2023-04-22,3.69,15,unknown,unknown,unknown
84,Monobeer Monoale,2085 Brewery,Pale Ale - Other,4.8,2023-03-10,3.58,21,unknown,unknown,unknown
85,2085-23 TROPICALE IN COLLABORATION WITH WHITE LABS,2085 Brewery,IPA - New England / Hazy,6,2023-02-22,3.99,20,unknown,unknown,unknown
86,Blueberry,2085-HS,Hard Seltzer,5,2023-10-28,3.79,7,unknown,unknown,unknown
87,Spritz Seltzer,2085-HS,Hard Seltzer,5,2023-03-22,3.43,7,unknown,unknown,unknown
88,2085-HS MILKY SECRET,2085-HS,Hard Seltzer,5,2022-10-20,3.97,7,unknown,unknown,unknown
89,2085-HS RASPBERRY,2085-HS,Hard Seltzer,5,2022-10-01,4.12,7,unknown,unknown,unknown
90,2085-HS MANGO PASSION FRUIT,2085-HS,Hard Seltzer,5,2022-02-18,3.82,7,unknown,unknown,unknown
91,2085-HS BERGAMOT LIME,2085-HS,Hard Seltzer,5,2022-02-18,3.94,7,unknown,unknown,unknown
92,2085-HS WILD BERRIES,2085-HS,Hard Seltzer,5,2022-02-18,4.04,7,unknown,unknown,unknown
93,2085-HS DARK CHERRY,2085-HS,Hard Seltzer,5,2022-02-18,3.98,7,unknown,unknown,unknown
94,2085-HS Pomegranate Tangerine Hibiscus,2085-HS,Hard Seltzer,5,2022-02-01,3.99,7,unknown,unknown,unknown
95,NEVER WIN,21 Days Brew,Sour - Fruited,6,2021-12-22,3.81,11,unknown,unknown,unknown
96,Error404,21 Days Brew,IPA - New England / Hazy,6.8,2021-12-03,3.82,30,unknown,unknown,unknown
97,Have An Udder,26 Degree Brewing,Stout - Milk / Sweet,6,2016-11-23,3.82,25,unknown,unknown,unknown
98,Fênix,2cabeças,IPA - Imperial / Double,6.8,2017-07-23,3.86,100,unknown,unknown,unknown
99,Don't Mention the Elephant In the Room,Brewski & 2nd Shift Brewing,Sour - Berliner Weisse,5,2020-01-14,3.97,8,unknown,unknown,unknown
100,Arancia E Ibisco,2nd Shift Brewing,Farmhouse Ale - Saison,5.9,2019-03-06,3.72,24,unknown,unknown,unknown
101,La Collina,2nd Shift Brewing,Farmhouse Ale - Saison,5.9,2019-01-17,3.7,24,unknown,unknown,unknown
102,Brewligans,2nd Shift Brewing,IPA - New England / Hazy,6.5,2014-11-21,3.78,23,unknown,unknown,unknown
103,Dark Lord (2021),3 Floyds,Stout - Russian Imperial,6.8,2021-11-11,4.18,52,unknown,unknown,unknown
104,Crushing Mass,3 Floyds,Stout - Imperial / Double Coffee,6.8,2021-10-26,4.35,26,unknown,unknown,unknown
105,Dark Lord (2020),3 Floyds,Stout - Russian Imperial,6.8,2020-11-05,4.18,52,unknown,unknown,unknown
106,Barrel-Aged Moloko (Cognac),3 Floyds,Stout - Milk / Sweet,6.8,2012-09-06,4.18,22,unknown,unknown,unknown
107,Barrel-Aged Moloko,3 Floyds,Stout - Milk / Sweet,6.8,2011-09-25,4.18,22,unknown,unknown,unknown
108,Moloko,3 Floyds,Stout - Milk / Sweet,6.8,2010-10-26,4.01,30,unknown,unknown,unknown
109,Shark Pants,De Struise Brouwers & 3 Floyds,IPA - Imperial / Double,6.8,2017-02-13,3.65,74,unknown,unknown,unknown
110,ART+68,Browar Stu Mostów & 3 Sons Brewing Co.,Stout - Imperial / Double,6.8,2023-06-05,3.96,48,unknown,unknown,unknown
111,The Butcher Commin,3 Sons Brewing Co. & Orchestrated Minds Brewing,IPA - Imperial / Double New England / Hazy,6.8,2022-03-15,4.06,39,unknown,unknown,unknown
112,DopeSlam,3 Sons Brewing Co. & Superstition Meadery,IPA - Triple New England / Hazy,6.8,2022-03-02,4.1,39,unknown,unknown,unknown
113,Passion It,3 Sons Brewing Co.,Belgian Strong Golden Ale,6.8,2022-03-02,3.66,26,unknown,unknown,unknown
114,Selene,Mortalis Brewing Company & 3 Sons Brewing Co.,Stout - Imperial / Double Coffee,6.8,2021-05-26,4.4,49,unknown,unknown,unknown
115,Noa Scoop!,Omnipollo & 3 Sons Brewing Co.,Stout - Imperial / Double Pastry,6.8,2021-04-08,4.18,35,unknown,unknown,unknown
116,Turntablism,Interboro Spirits & Ales & 3 Sons Brewing Co.,IPA - Imperial / Double,6.8,2021-02-09,4.03,35,unknown,unknown,unknown
117,Svoboda Bar Series : 3 In 1,39 Domestic Ales,Sour - Fruited,5,2022-02-27,3.93,11,unknown,unknown,unknown
118,Svoboda Bar Series : Blackberry   Raspberry,39 Domestic Ales,Sour - Fruited Gose,5,2022-01-25,3.88,9,unknown,unknown,unknown
119,Svoboda Bar Series : Cherry   Chocolate,39 Domestic Ales,Sour - Fruited,5,2022-01-25,3.93,11,unknown,unknown,unknown
120,PitStop,402m.brewery,Stout - Oatmeal,6,2021-06-16,3.72,16,unknown,unknown,unknown
121,It's Not So Bad,44 Brew,Sour - Traditional Gose,5,2021-07-05,3.77,10,unknown,unknown,unknown
122,420 KM,44 Brew,California Common,5.3,2021-06-03,3.74,30,unknown,unknown,unknown
123,Malinovka,44 Brew,Sour - Fruited,5,2021-04-19,3.82,11,unknown,unknown,unknown
124,Hiroshima Shadow,44 Brew,IPA - New England / Hazy,6,2020-12-01,3.69,50,unknown,unknown,unknown
125,Rheubarbarum Cult,44 Brew,Sour - Traditional Gose,6.8,2020-10-09,3.58,10,unknown,unknown,unknown
126,SLUSHY XL Liquid Smoke,450 North Brewing Company,Sour - Fruited,0,2021-07-09,4.26,11,unknown,unknown,unknown
127,SLUSHY XXL Terp Slerp Remix,450 North Brewing Company,Sour - Fruited,0,2021-07-09,4.29,11,unknown,unknown,unknown
128,Oh!Weiss!,4A Brewery,Wheat Beer - Hefeweizen,4.5,2021-01-13,3.43,7,unknown,unknown,unknown
129,Кайдзен,4BREWERS,Sour - Fruited,5.5,2023-12-18,3.98,11,unknown,unknown,unknown
130,Cooking Guide [Tarte Tatin],4BREWERS,Sour - Smoothie / Pastry,6.9,2023-12-18,3.72,9,unknown,unknown,unknown
131,Зависимость [Зеленая Паприка],4BREWERS,Sour - Other Gose,4.5,2023-12-04,4.18,9,unknown,unknown,unknown
132,Откровение,4BREWERS,Sour - Fruited,5,2023-12-04,4.08,11,unknown,unknown,unknown
133,Между нами всё кончено [Hop Plus Orange Oil + Simcoe + BRU 1],4BREWERS,IPA - Imperial / Double,6.8,2023-11-20,3.92,74,unknown,unknown,unknown
134,Выгорание,4BREWERS,Sour - Berliner Weisse,4.5,2023-11-20,4.21,8,unknown,unknown,unknown
135,Кислота [Feijoa],4BREWERS,Sour - Fruited,4.5,2023-11-20,3.71,11,unknown,unknown,unknown
136,Аджика Многолика,4BREWERS,Sour - Other Gose,5,2023-11-07,4.15,9,unknown,unknown,unknown
137,Зависимость [Халапеньо],4BREWERS,Sour - Other Gose,4.5,2023-10-30,4.3,9,unknown,unknown,unknown
138,Concrete Jungle [McKenzie],4BREWERS,Pale Ale - American,5,2023-10-23,3.71,35,unknown,unknown,unknown
139,А вы точно из отдела продаж?,4BREWERS,IPA - New England / Hazy,6.8,2023-10-16,3.92,32,unknown,unknown,unknown
140,Mash-Up,4BREWERS,Sour - Fruited,4.5,2023-10-10,3.88,11,unknown,unknown,unknown
141,Нежный возраст,4BREWERS,Sour - Fruited,4.5,2023-10-09,4.12,11,unknown,unknown,unknown
142,Зависимость [Зелёные Оливки],4BREWERS,Sour - Other Gose,4.5,2023-09-26,4.05,9,unknown,unknown,unknown
143,Сюр,4BREWERS,Sour - Fruited Berliner Weisse,4.5,2023-09-18,3.99,8,unknown,unknown,unknown
144,Доза [Guava + Pineapple + Lychee],4BREWERS,Sour - Smoothie / Pastry,6,2023-09-18,4.21,9,unknown,unknown,unknown
145,Зависимость [Ribs Addiction],4BREWERS & Frank By Basta,Sour - Other Gose,5,2023-09-18,3.71,9,unknown,unknown,unknown
146,Активный отдых,4BREWERS,IPA - White / Wheat,6.8,2023-09-13,3.88,45,unknown,unknown,unknown
147,Рассол дико зол,4BREWERS,Sour - Other Gose,4.5,2023-09-11,4.05,9,unknown,unknown,unknown
148,Turn [Mango + Strawberry],4BREWERS,Sour - Fruited Berliner Weisse,4.5,2023-09-11,4.07,8,unknown,unknown,unknown
149,Cry Wolf,4IT 6r3w3ry,Sour - Fruited,5,2021-07-08,3.95,20,unknown,unknown,"Black Currant, Aronia"
150,Down and Out,4IT 6r3w3ry,Mead - Melomel,6.8,2021-07-08,3.33,10,unknown,unknown,unknown
151,The Ministry of Truth,4IT 6r3w3ry & Raccoon Brewing Co,Sour - Fruited,5,2021-07-08,3.64,11,unknown,unknown,"Cowberry, Strawberry"
152,Eat My Hat,4IT 6r3w3ry,IPA - American,5,2021-05-13,3.37,70,unknown,unknown,unknown
153,Scot-free,4IT 6r3w3ry,IPA - American,6,2021-05-01,3.55,45,unknown,unknown,unknown
154,Talk the Talk,4IT 6r3w3ry,IPA - American,5.5,2021-04-26,3.11,50,Nelson Sauvin,unknown,unknown
155,My Cup of Tea,4IT 6r3w3ry,IPA - Brut,6,2021-04-26,3.56,10,"Citra, Amarillo",unknown,"Tea, Hibiscus"
156,Son of A Gun,4IT 6r3w3ry,Pale Ale - American,6.8,2021-04-26,3.52,40,Mosaic,unknown,unknown
157,Mouth-watering,4IT 6r3w3ry,Sour - Fruited Gose,6.8,2021-04-26,3.43,5,unknown,unknown,"Tomato, Celery, Paprika"
158,No-Brainer,4IT 6r3w3ry,Sour - Fruited,5,2021-04-26,3.96,20,unknown,unknown,unknown
159,Honey Bastard,Raccoon Brewing Co & 4IT 6r3w3ry,Mead - Braggot,6.8,2021-03-30,3.85,20,unknown,unknown,unknown
160,Sweet Attraction,4IT 6r3w3ry,Stout - Milk / Sweet,6.8,2021-01-30,3.92,20,unknown,unknown,unknown
161,Håpløshet,N⌀rval Brewery & 4IT 6r3w3ry,Stout - Other,6.8,2021-01-13,4.52,25,unknown,unknown,"Blackberry, Black Currant, Coffee"
162,Space Oddity,4IT 6r3w3ry,IPA - Triple,6.8,2020-12-28,3.69,100,unknown,unknown,unknown
163,Ouroboros,4IT 6r3w3ry,Sour - Fruited Gose,4.5,2020-11-19,4.1,30,unknown,unknown,"Pineapple, Apricot, Lactose"
164,Jörmungandr,4IT 6r3w3ry,Sour - Fruited Gose,4.5,2020-11-19,3.95,30,unknown,unknown,"Apricot, Pineapple, Mango"
165,Clockwork Orange v. 2.0,4IT 6r3w3ry,Sour - Fruited,5.5,2020-09-21,3.97,60,"Saphir, Mosaic, Huell Melon",unknown,Orange
166,Idol,4IT 6r3w3ry,Sour - Fruited,4.5,2020-07-21,4.11,20,unknown,unknown,Strawberry
167,Clockwork Orange,4IT 6r3w3ry,Sour - Fruited Berliner Weisse,4.5,2020-06-12,4.01,70,unknown,unknown,Orange
168,Pirate of the Abyss,5 Elementos Cervejaria Artesanal,Stout - Russian Imperial,6.8,2020-10-18,4.08,80,unknown,unknown,unknown
169,Sweet Symbiosis (2020),Quatro Graus & 5 Elementos Cervejaria Artesanal,Stout - Imperial / Double Pastry,6.8,2020-01-15,4.08,35,unknown,unknown,unknown
170,Abyssal Coconut Edition,5 Elementos Cervejaria Artesanal,Stout - Russian Imperial,6.8,2017-05-22,4.22,100,unknown,unknown,unknown
171,Abyssal,5 Elementos Cervejaria Artesanal,Stout - Russian Imperial,6.8,2016-03-28,4.19,100,unknown,unknown,unknown
172,Усы - MUSTACHE,5C Brewery,Pale Ale - American,5.7,2018-07-25,3.95,40,unknown,unknown,unknown
173,Out of Bounds,68 Пауза,IPA - Imperial / Double New England / Hazy,6.8,2019-06-22,3.9,60,unknown,unknown,unknown
174,Citra Sunshine Slacker,Evil Twin Brewing & 7venth Sun Brewery,IPA - Session,4.5,2015-03-25,3.73,33,unknown,unknown,unknown
175,Daenerys Tartgaryen,8 bit Brewing Company,Sour - Other,6.7,2019-05-31,3.99,16,unknown,unknown,unknown
176,Procrastinator,8th Wonder Brewery,IPA - Session,4.5,2018-01-10,3.52,40,unknown,unknown,unknown
177,Rocket Fuel - Vietnamese Coffee Porter,8th Wonder Brewery,Porter - Coffee,5,2012-11-13,3.99,24,unknown,unknown,unknown
178,Voyage Voyage,Funky Fluid & 90 BPM Brewing Co.,IPA - New England / Hazy,6.5,2023-04-15,3.92,32,unknown,unknown,unknown
179,Hazy Discovery Dijon,Browar Pinta & 90 BPM Brewing Co.,IPA - New England / Hazy,6.5,2023-04-06,3.91,32,unknown,unknown,unknown
180,Chupacabra (Batch 3),903 Brewers,Stout - Imperial / Double,6.8,2020-12-23,4.18,48,unknown,unknown,unknown
181,Fragile Like A Bomb,903 Brewers,Stout - Imperial / Double Oatmeal,6.8,2020-12-09,4.24,40,unknown,unknown,unknown
182,Colibri Rufus - Nano IPA,À la Fût,IPA - American,2,2021-05-24,3.61,45,unknown,unknown,unknown
183,Fleur De Sureau 2020 (2021 Edition),À tue-tête,Sour - Fruited,6.1,2021-06-23,4.1,11,unknown,unknown,unknown
184,Surette Cascade 2021,À tue-tête,Sour - Other,6.7,2021-06-23,4.1,16,unknown,unknown,unknown
185,Kiwi 2021,À tue-tête,Sour - Fruited,6.8,2021-06-23,4.1,11,unknown,unknown,unknown
186,Surette Cascade,À tue-tête,Sour - Other,6.8,2020-04-04,4.13,16,unknown,unknown,unknown
187,Fleur de Sureau,À tue-tête,Sour - Other,6.5,2018-08-08,4.06,16,unknown,unknown,unknown
188,Scotty West Wheat Beer,A. Le Coq,Wheat Beer - Witbier / Blanche,5,2021-09-09,3.22,14,unknown,unknown,unknown
189,Hoggy's Raspberry Dream,A. Le Coq,Cider - Other Fruit,4.5,2021-04-02,3.31,10,unknown,unknown,unknown
190,Hoggy's Dry Apple,A. Le Coq,Cider - Dry,4.5,2018-09-15,3.09,15,unknown,unknown,unknown
191,Sherwood Pomegranate Cider,A. Le Coq,Cider - Other Fruit,4.5,2016-05-14,3.05,10,unknown,unknown,unknown
192,Wander the Forest,Beer Tree Brew & A.W. Wander,IPA - Imperial / Double New England / Hazy,6.8,2019-12-23,4.18,39,unknown,unknown,unknown
193,+5 Charisma,Aardwolf Brewing Company,Belgian Strong Dark Ale,6.8,2016-06-04,3.98,26,unknown,unknown,unknown
194,IPA Mango,Aass Bryggeri,IPA - Session,4.7,2022-01-27,3.06,30,unknown,unknown,unknown
195,Bud Dream,AB InBev Belgium,Belgian Blonde,5,2022-03-04,3.32,23,unknown,unknown,unknown
196,Lola's Saison,Abandoned Building Brewery,Farmhouse Ale - Saison,5,2014-09-15,3.56,20,unknown,unknown,unknown
197,Ambrée 6,Abbaye d’Aulne,Belgian Blonde,6,2016-11-09,3.32,19,unknown,unknown,unknown
198,Abbaye d'Aulne Blonde,Abbaye d’Aulne,Belgian Blonde,6,2011-08-02,3.31,20,unknown,unknown,unknown
199,Abbaye d'Aulne Brune,Abbaye d’Aulne,Brown Ale - Belgian,6,2011-03-06,3.37,14,unknown,unknown,unknown
200,Blanche de Charleroi,Abbaye d’Aulne,Wheat Beer - Witbier / Blanche,5,2014-02-20,3.39,14,unknown,unknown,unknown
201,Chérie Bière Blanche à la Cerise,Abbaye d’Aulne,Fruit Beer,3.5,2017-02-07,2.86,15,unknown,unknown,unknown
202,Chérie Bière Blanche à la Framboise,Abbaye d’Aulne,Fruit Beer,3.5,2020-01-25,2.95,15,unknown,unknown,unknown
203,Leffe Blonde / Blond (2023),Abbaye de Leffe,Belgian Blonde,6.6,2023-01-12,3.41,20,unknown,unknown,unknown
204,Leffe Blonde / Blond (2022),Abbaye de Leffe,Belgian Blonde,6.6,2022-01-16,3.41,20,unknown,unknown,unknown
205,Leffe Royale Ambrée,Abbaye de Leffe,Belgian Strong Dark Ale,6.8,2018-08-25,3.36,26,unknown,unknown,unknown
206,Leffe Ambrée / Amber,Abbaye de Leffe,Red Ale - Other,6.6,2017-10-24,3.39,25,unknown,unknown,unknown
207,Leffe Nectar,Abbaye de Leffe,Honey Beer,5.5,2012-05-12,3.2,5,unknown,unknown,unknown
208,Leffe Ruby,Abbaye de Leffe,Fruit Beer,5,2008-01-01,3.18,10,unknown,unknown,unknown
209,Leffe Brune,Abbaye de Leffe,Brown Ale - Belgian,6.5,2008-06-03,3.54,20,unknown,unknown,unknown
210,Leffe Blonde,Abbaye de Leffe,Belgian Blonde,6.6,2008-11-04,3.58,20,unknown,unknown,unknown
211,Leffe Rituel,Abbaye de Leffe,Belgian Strong Golden Ale,6.8,2009-04-07,3.64,26,unknown,unknown,unknown
212,Maredsous 6° Blonde,Abbaye de Maredsous,Belgian Blonde,6,2009-09-09,3.52,23,unknown,unknown,unknown
213,Maredsous 8° Brune,Abbaye de Maredsous,Belgian Dubbel,6.8,2010-02-10,3.62,24,unknown,unknown,unknown
214,Maredsous 10° Triple,Abbaye de Maredsous,Belgian Tripel,6.8,2010-07-14,3.72,20,unknown,unknown,unknown
